"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9___Alim__motionnel";"Q10___Alim__motionne";"Q11___Alim__motionne";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27"
"285";1243;1;2021-12-14 15:54:59;"R_3HiUjoTKKonXE8b";2;4;2;4;3;3;3;4;4;2;4;4;3;4;4;2;4;3;4;4;4;2;3;2;2;2;4;4;4;4;4;4;4;3;5;3;4;3;3;2;2;2;2;3;2;4;1;4;1;4;3;1;2;1;1;4;3;4;2;3;2;5;4;3;4;3;4;3;4;4;4;4;3;2;2;3;1;3;4;1;1;5;3;3;2;2;1;4;1;2;4;2;2;4;2;4;3;1;5;2;1;1;1
"286";758;1;2021-12-14 15:55:27;"R_1qWeQx5b6buXdAn";3;3;2;3;2;2;1;1;3;1;2;3;2;4;2;3;1;1;4;4;4;4;3;4;3;4;3;4;4;4;2;2;4;4;4;3;2;2;4;4;4;2;2;2;1;3;1;4;3;2;5;1;5;1;3;3;4;2;1;1;4;5;4;2;3;1;1;3;3;2;3;3;3;2;3;2;3;2;1;2;2;4;2;2;2;1;1;2;3;2;2;1;2;2;2;2;2;2;4;2;2;1;4
"287";839;1;2021-12-14 15:55:52;"R_Ai0tYqhCNzNoSGZ";4;4;4;2;3;3;1;3;2;2;3;3;2;2;3;4;2;2;2;4;4;2;5;3;3;4;1;4;2;4;2;2;4;4;5;2;4;4;4;5;4;3;3;1;3;3;3;4;3;3;4;4;4;3;4;3;3;3;3;5;2;3;2;3;4;3;2;4;4;2;4;4;2;4;4;4;1;4;2;5;5;4;2;2;2;2;1;2;1;1;2;2;2;3;3;2;3;2;4;3;2;4;1
"288";1167;1;2021-12-14 17:09:17;"R_8nOjUNqLNMLisEN";2;1;4;5;4;1;4;4;1;1;5;5;4;2;5;5;1;1;4;2;4;2;2;4;3;5;2;1;1;5;5;5;5;5;5;4;4;4;5;2;5;4;4;4;4;4;4;1;3;4;2;4;2;4;3;4;1;4;4;4;1;1;1;4;3;4;4;2;4;1;3;4;1;1;1;3;1;5;5;1;1;4;5;5;3;2;4;1;1;1;1;4;4;3;2;1;3;1;2;1;1;1;1
"289";713;1;2021-12-14 17:24:55;"R_wYqUcWcINH1bClH";2;4;3;4;1;5;2;3;2;2;1;2;2;3;3;2;1;2;2;4;4;2;4;5;4;5;2;3;2;4;4;4;4;4;4;5;4;4;4;5;5;3;3;2;4;5;3;4;2;3;4;3;5;2;4;5;4;3;3;4;3;3;3;5;5;3;2;4;4;2;4;4;2;1;1;4;3;2;2;3;4;2;2;1;4;1;1;2;2;2;1;2;5;2;2;4;5;3;5;1;2;3;2
"290";6996;1;2021-12-14 17:34:55;"R_vZiNYDrF1wy07mx";4;4;5;3;4;4;3;4;2;2;2;4;4;2;4;4;2;2;3;3;1;1;1;3;3;4;1;1;1;5;5;5;5;5;5;4;4;4;4;4;3;4;3;4;2;4;3;3;1;3;4;2;4;1;3;4;4;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;2;1;2;2;2;2;4;3;3;2;4;3;1;1;3;2;4;1;1;5;2;2;3;2;2;1
"291";526;1;2021-12-14 17:52:19;"R_2z6XLE6oCliASQ8";2;4;3;4;2;4;1;2;3;2;1;4;1;4;3;2;3;1;4;1;2;5;2;4;4;3;2;1;3;4;3;3;4;2;3;5;4;4;4;4;3;3;3;3;2;2;2;4;2;2;3;2;4;1;4;2;4;1;2;2;4;3;4;1;4;2;2;5;4;4;4;4;4;4;4;4;2;2;2;4;4;3;4;2;4;1;1;2;4;2;2;1;5;1;4;5;2;2;4;4;2;1;4
"292";820;1;2021-12-14 18:07:15;"R_3harNVVR9oDx50R";5;5;5;2;4;4;2;5;2;1;2;3;4;2;4;4;2;1;2;1;4;2;2;4;3;2;1;3;1;5;2;5;4;4;5;3;3;3;4;4;4;4;3;3;3;4;3;4;1;4;3;2;1;2;1;4;1;5;5;2;1;4;3;4;3;3;3;3;2;2;2;2;2;2;2;2;3;3;2;3;3;5;2;5;2;3;3;2;2;1;2;2;3;4;2;1;3;2;3;2;2;2;1
"293";1143;1;2021-12-14 18:25:24;"R_dpwCYbCR7qV7QhH";2;5;2;5;2;4;1;1;3;1;2;3;2;4;2;2;4;1;5;5;4;5;5;1;2;1;4;5;5;1;1;1;3;5;1;1;2;3;2;2;1;1;1;1;1;4;1;5;4;1;5;1;5;1;5;3;5;1;1;1;5;5;5;1;5;1;1;4;5;5;5;5;5;5;5;4;1;1;1;5;5;5;3;2;1;1;1;1;5;5;1;1;3;1;5;5;3;5;5;3;4;1;5
"294";857;1;2021-12-14 18:47:43;"R_1CxqjHeuaD2qOnL";4;3;3;4;3;4;2;3;2;1;2;4;2;4;3;2;2;1;2;4;4;2;4;2;2;2;2;4;2;2;4;2;4;4;2;4;4;4;2;2;2;2;1;2;2;3;3;4;2;2;4;2;4;2;4;3;3;4;3;2;3;4;3;2;4;3;3;2;2;1;2;2;1;1;2;2;2;3;2;1;4;4;4;4;3;2;2;3;4;2;2;2;3;2;1;2;4;4;4;4;3;3;2
"295";690;1;2021-12-14 19:04:50;"R_3MQjmUI6LRZwSgI";2;3;2;2;3;3;2;4;2;1;2;3;2;2;3;2;3;1;1;5;5;4;2;2;1;1;1;4;4;3;2;4;3;5;5;2;2;2;4;4;2;2;1;2;2;4;3;4;4;3;4;3;4;2;3;4;3;4;4;4;2;2;2;3;4;3;2;3;3;2;3;3;3;2;4;3;2;1;2;3;3;5;3;3;3;2;2;2;1;2;2;2;1;3;2;3;2;1;4;2;1;1;1
"296";936;1;2021-12-14 19:25:07;"R_2CrL8GX7tAJGU3n";5;4;5;2;5;5;3;4;4;2;2;3;2;1;5;4;1;2;4;3;5;1;2;4;2;4;4;2;2;2;4;4;3;4;4;4;4;4;4;4;4;3;3;3;1;1;1;5;5;1;5;2;5;1;5;3;5;1;1;1;5;5;5;1;5;1;1;4;4;2;4;4;2;4;2;4;4;5;4;5;5;5;4;4;2;3;1;1;5;1;1;1;5;1;2;5;2;3;5;1;2;2;5
"297";780;1;2021-12-14 19:42:50;"R_2drIgu0Eso6HdVk";2;2;3;3;3;3;2;2;2;1;3;2;3;3;2;2;3;4;1;5;5;4;4;1;2;2;3;4;4;3;2;2;2;4;1;5;2;2;2;2;1;2;2;1;2;4;1;5;1;1;5;1;5;1;4;4;5;3;1;1;5;5;4;1;4;1;2;5;4;3;4;4;3;3;3;4;3;4;1;5;5;5;4;2;4;2;1;1;4;4;5;1;4;3;3;4;1;2;3;2;2;4;4
"298";1338;1;2021-12-14 19:45:28;"R_5BGiV211rSgK51f";3;4;4;2;3;3;1;2;2;2;2;3;2;2;3;3;2;2;4;4;4;2;4;2;2;1;2;4;5;2;3;3;4;4;5;4;4;4;2;2;2;2;1;3;3;4;2;4;1;3;3;1;2;1;3;4;4;3;3;2;3;4;3;1;3;3;3;1;1;1;1;1;1;1;1;1;3;3;2;1;2;4;3;4;2;2;2;2;2;1;2;2;3;3;1;1;2;2;4;2;2;2;3
"299";452;1;2021-12-14 20:09:59;"R_2Yh8xnyoOfngKRO";2;4;2;5;2;4;3;2;5;2;5;1;4;2;2;5;4;1;5;5;2;5;5;2;2;2;5;5;5;1;3;2;2;1;3;4;1;1;1;5;3;1;1;1;3;3;3;4;3;3;4;3;5;2;3;3;4;4;3;2;4;5;5;5;5;3;1;4;5;4;5;4;4;5;4;4;3;2;2;1;5;3;1;5;3;1;4;4;2;1;3;2;3;3;5;2;4;3;4;2;5;5;1
"300";831;1;2021-12-14 20:20:57;"R_3LZl9oZ4VPwzAuv";4;4;5;3;4;3;1;5;1;2;2;5;1;1;3;4;5;2;4;5;3;4;4;1;3;1;4;4;4;2;2;2;3;4;4;2;4;5;2;1;2;2;2;2;3;4;1;5;3;2;5;1;3;1;4;3;5;3;1;2;3;4;4;3;5;3;2;4;3;2;4;4;2;1;4;4;2;3;2;5;4;5;3;2;3;2;3;3;2;2;3;1;2;3;2;2;3;3;5;2;3;2;3
"301";809;1;2021-12-14 20:29:06;"R_3axJwOMCeBxunS1";3;3;3;4;3;4;2;3;3;1;2;5;3;4;4;2;2;1;4;5;1;5;5;1;1;1;5;5;5;2;3;1;4;3;2;4;4;4;1;2;2;2;2;2;2;4;1;5;4;2;5;1;3;1;3;4;5;4;3;2;4;5;5;2;5;2;2;4;4;3;4;4;3;3;4;4;5;5;2;3;1;5;2;4;4;2;2;2;2;2;2;1;2;1;2;1;2;4;5;2;4;5;2
"302";931;1;2021-12-14 20:45:18;"R_1NlEOA4QhSWpVQN";3;2;4;2;2;2;2;4;1;2;1;4;3;2;3;4;1;1;4;1;5;4;1;4;4;3;2;1;2;4;5;5;4;4;5;3;4;2;4;2;4;3;3;3;3;3;4;3;2;4;3;3;4;2;3;3;2;4;4;4;1;1;2;1;2;4;3;4;4;4;4;4;4;2;4;2;1;4;1;1;2;4;4;5;1;2;2;4;1;1;1;2;1;4;1;1;4;1;4;3;1;1;1
"303";901;1;2021-12-14 21:06:30;"R_1OqwbEWDT3TyYt1";1;4;3;4;4;4;2;2;3;1;1;3;2;3;2;2;3;1;2;5;4;4;4;3;3;3;2;2;5;2;2;2;3;4;4;3;2;2;2;2;3;1;1;1;1;4;1;5;3;1;4;1;5;1;4;4;5;2;1;1;4;5;5;2;4;2;2;5;4;2;3;3;4;2;4;4;5;4;1;2;1;5;3;2;4;1;1;2;3;2;4;1;2;2;1;2;1;3;5;3;4;1;4
"304";1348;1;2021-12-14 23:14:06;"R_1iq9PnVz6qXFuPZ";2;4;4;4;2;4;5;5;1;2;4;4;4;3;3;5;1;2;3;4;5;3;3;3;3;2;1;5;4;4;1;2;5;5;5;3;2;2;1;1;2;2;2;3;3;4;3;4;4;4;3;1;3;1;3;3;4;2;3;1;3;2;2;3;4;2;2;3;2;1;3;3;2;1;2;3;1;3;3;2;3;5;5;4;2;2;2;4;3;2;3;2;2;5;1;5;2;2;5;4;3;2;1
"305";542;1;2021-12-15 02:32:14;"R_0Pz5IOr2Kzhg0fv";3;5;2;5;5;5;2;2;5;2;2;2;2;5;3;1;4;2;5;5;2;4;4;1;1;1;4;5;5;2;3;2;2;1;3;1;1;1;1;1;1;1;1;2;1;2;1;5;2;1;5;1;5;1;5;2;5;1;1;1;4;5;5;1;5;2;1;5;4;2;2;3;3;3;3;4;5;2;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;5;3;2;5;5;1;2;5;5
"306";1965;1;2021-12-15 04:26:58;"R_2ZCgnVtHXwi9Guy";5;2;5;4;5;2;2;5;1;1;4;4;5;4;4;4;1;1;2;3;5;4;4;1;1;1;1;4;3;4;4;3;4;5;4;4;1;1;1;4;4;2;3;2;2;3;1;3;1;2;3;1;3;1;1;3;4;3;1;1;2;2;4;2;1;2;1;3;1;1;1;1;1;1;1;1;2;2;3;2;1;4;4;4;2;3;2;4;2;4;5;1;1;5;1;2;1;1;4;2;1;1;1
"307";1502;1;2021-12-15 04:48:35;"R_73D49phckSXli7L";4;4;4;4;3;4;3;2;5;2;2;2;2;3;2;2;3;1;4;4;2;4;4;2;2;2;4;3;4;2;2;2;2;3;3;4;2;2;2;2;2;2;1;2;3;3;2;4;1;3;4;2;4;1;3;2;4;2;2;2;2;5;5;3;4;2;2;4;4;4;4;4;4;4;4;2;4;2;2;4;4;4;2;2;2;2;1;2;5;4;2;1;1;1;3;2;2;3;5;2;4;4;4
"308";653;1;2021-12-15 04:56:07;"R_6LRE75LfWyzVXyx";3;3;4;3;3;3;1;3;1;1;1;3;2;3;4;4;1;1;4;4;5;4;2;1;1;1;4;3;4;3;4;5;4;3;5;3;4;4;5;4;1;1;2;3;4;4;3;5;4;3;4;1;4;1;2;4;3;3;3;2;3;5;4;3;3;2;2;2;2;2;2;2;2;2;2;2;4;4;1;1;3;5;3;4;2;1;1;2;3;1;2;1;2;3;1;1;4;2;5;1;5;3;1
"309";1748;1;2021-12-15 05:33:52;"R_b270BWtu8ShFBV7";5;3;5;2;5;3;1;5;1;1;1;5;2;1;5;2;1;1;1;4;5;2;4;4;3;3;1;4;4;5;2;2;4;5;5;3;4;4;5;3;3;1;2;1;4;3;5;1;3;3;1;5;3;5;2;3;1;5;5;5;1;1;1;3;2;5;3;2;1;1;1;3;1;1;1;1;2;2;5;1;2;2;5;5;1;2;1;1;1;1;1;5;1;5;1;2;5;1;2;1;1;1;3
"310";512;1;2021-12-15 06:52:24;"R_30wcHmb9ZtzUpKD";2;4;3;5;2;3;2;2;4;2;2;3;2;4;3;5;5;2;3;5;5;4;4;2;2;2;4;4;5;1;2;2;3;4;2;4;4;4;2;2;2;1;1;1;3;4;2;4;1;2;3;2;3;2;2;3;3;2;2;2;2;5;3;1;4;2;3;2;2;2;2;2;2;2;2;2;3;2;1;1;2;4;2;2;2;2;1;2;1;1;2;2;1;4;2;3;4;2;3;5;3;1;1
"311";1466;1;2021-12-15 07:07:52;"R_21jmkVlyWlh0d17";3;3;4;4;4;4;3;4;2;2;4;2;4;2;2;5;2;2;4;1;3;4;1;4;4;4;4;1;1;5;5;5;4;4;4;2;5;4;4;4;4;4;4;4;3;4;3;3;2;3;3;3;3;3;3;4;3;3;3;3;2;5;3;3;3;3;3;4;3;3;2;2;2;3;3;2;2;3;2;2;2;3;2;3;2;2;1;2;2;1;2;2;2;4;1;1;4;4;2;2;2;2;3
"312";3666;1;2021-12-15 07:40:54;"R_2t5zylYUl7h7C4J";3;4;4;2;3;5;2;3;2;2;1;3;2;2;4;4;1;2;4;4;4;3;1;2;1;1;3;3;4;4;4;5;4;4;5;4;4;5;1;1;1;2;2;3;3;3;3;5;1;3;4;1;4;1;2;3;3;5;2;1;2;5;4;2;5;3;2;5;4;1;4;4;3;1;3;2;1;2;1;2;3;5;5;5;2;2;1;4;1;4;1;2;3;5;1;2;2;4;4;2;1;2;5
"313";1996;1;2021-12-15 08:29:54;"R_2XjPhe0rRxrwbE3";2;3;3;4;3;3;4;5;2;3;4;4;2;3;4;2;3;3;1;2;5;1;2;5;5;5;1;1;2;5;5;5;4;5;5;5;4;3;5;5;5;3;3;4;1;4;4;2;2;3;3;5;5;5;3;4;3;3;3;5;3;1;1;4;3;5;3;3;3;3;4;3;3;3;3;3;1;2;4;3;2;3;2;5;4;4;1;2;4;2;3;4;4;4;2;2;2;2;2;2;3;4;2
"314";691;1;2021-12-15 08:49:55;"R_1rr00J00pWhDQnu";2;4;3;2;3;2;3;2;2;1;2;3;2;2;4;2;2;1;4;2;4;3;2;3;2;4;2;2;2;4;3;2;4;3;4;4;4;4;3;4;4;4;4;4;3;3;3;3;4;3;3;4;4;3;4;3;3;2;3;4;2;2;2;2;3;3;2;3;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;4;1;4;1;2;1;2;1;3;3;3;1;1;2;2;1;2;3;1;1
"315";588;1;2021-12-15 12:27:59;"R_22JJFldBMq19XdB";4;4;4;2;3;4;2;4;1;2;1;4;4;2;4;4;1;1;4;4;4;2;1;3;4;4;1;3;4;4;5;5;4;4;4;4;4;4;4;4;4;2;2;3;3;4;2;4;1;3;3;2;3;1;2;4;4;3;3;2;2;4;3;1;3;2;2;4;3;2;4;4;3;2;3;3;1;2;2;1;2;4;3;5;4;3;3;5;1;2;2;2;1;4;2;1;4;3;4;3;1;1;3
"316";855;1;2021-12-15 13:47:12;"R_3n5UKeMKHZftaHq";2;2;2;1;2;3;2;2;1;2;2;3;3;2;2;4;1;2;2;4;5;4;4;2;2;2;2;3;3;4;3;3;2;4;2;2;3;4;2;2;2;1;2;2;3;4;2;5;5;1;4;3;4;1;3;3;4;4;2;3;2;2;2;3;3;2;2;4;3;4;3;3;4;3;4;3;2;2;1;2;5;5;3;5;2;1;1;2;3;1;2;2;3;3;2;1;3;2;4;2;1;3;1
"317";1454;1;2021-12-15 13:56:17;"R_2TTNqjyX6bdYv6X";4;1;3;4;4;1;1;2;2;1;1;4;2;3;4;4;2;1;1;5;5;5;4;1;1;1;1;5;5;3;2;4;4;5;5;2;1;1;1;1;1;2;2;2;2;4;1;5;1;3;4;1;5;1;4;3;4;4;3;3;1;3;3;4;4;2;2;4;4;3;4;4;3;3;3;4;2;2;2;1;5;5;4;2;2;1;1;2;4;2;2;1;2;4;4;1;1;1;5;1;1;1;1
"318";844;1;2021-12-15 16:57:57;"R_1DHiTYhayTrAGjM";4;4;4;2;4;4;3;5;2;3;3;4;3;2;3;4;3;2;4;4;4;5;3;4;3;3;5;1;5;5;3;3;4;3;2;5;5;4;4;3;3;2;3;3;3;3;4;3;1;4;3;4;5;4;3;5;2;4;4;4;2;3;3;1;2;4;3;3;2;2;2;2;1;2;2;2;2;1;2;2;2;3;5;4;2;4;2;5;1;2;2;4;4;5;2;1;3;2;2;3;1;3;1
"319";1488;1;2021-12-16 01:19:47;"R_5jdLky0i0gbyAGl";4;4;2;3;4;3;2;4;2;2;3;3;4;4;4;4;2;2;5;4;4;2;3;2;2;2;4;4;4;3;2;2;4;4;2;5;5;5;2;2;2;3;3;4;2;2;2;3;1;4;3;2;3;2;1;3;3;5;3;1;3;5;3;2;3;3;2;4;4;4;4;4;4;4;4;4;2;4;2;1;4;4;4;2;3;2;2;1;3;1;1;1;2;3;4;4;2;4;4;1;3;1;3
"320";1184;1;2021-12-16 06:06:14;"R_2QWgHY2FSKsg34T";2;1;4;2;3;2;2;4;1;1;3;1;4;2;4;3;1;1;4;3;2;2;3;4;4;3;3;3;2;4;4;4;5;3;4;4;4;3;3;2;3;3;3;3;4;3;4;3;2;4;2;3;3;3;2;4;2;3;4;3;1;1;2;3;2;4;3;2;1;1;1;2;1;1;1;1;1;2;3;1;1;2;3;5;2;3;2;2;1;2;5;4;4;5;1;1;2;2;1;4;1;2;1
"321";825;1;2021-12-16 06:12:38;"R_3J3PFKbt9xdZZdO";5;5;5;4;4;5;4;4;4;2;3;2;4;2;3;5;1;2;2;2;4;2;3;4;2;3;2;3;4;3;4;4;5;4;5;4;3;3;4;4;3;2;3;3;3;4;2;4;1;3;3;1;2;1;1;4;2;4;4;2;1;3;2;1;2;4;4;2;2;2;2;2;3;1;2;2;2;2;3;1;1;3;4;5;1;2;4;4;1;2;2;2;3;4;1;2;3;2;2;4;2;1;1
"322";679;1;2021-12-16 07:23:33;"R_3qDRQkuYHj8kfWH";2;2;5;2;2;2;3;3;2;2;2;5;2;2;5;4;2;2;3;3;5;1;2;4;4;4;1;2;2;5;4;4;4;5;5;5;4;4;5;5;5;4;3;4;3;4;3;3;2;5;1;2;1;1;1;4;1;4;4;1;1;1;1;4;1;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;1;5;1;1;1;1;1;5;1;5;1;1;5;1;2;5;1;1;2
"323";1266;1;2021-12-16 07:35:47;"R_XIoZXayAg8O6fhD";2;2;3;2;3;3;3;4;4;2;2;3;3;2;4;3;1;1;3;4;4;1;4;4;3;4;1;3;3;4;2;2;3;3;5;4;4;3;2;3;3;2;2;2;4;3;4;2;1;4;2;4;2;4;1;5;1;5;4;4;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;4;3;5;3;4;1;1;2;5;3;5;1;2;1;1;1;1;1;1;1
"324";3021;1;2021-12-16 07:53:17;"R_ZdHFpe7u40h5Goh";5;2;4;2;5;2;2;5;1;1;4;3;3;1;2;5;1;2;4;2;3;3;2;4;4;4;4;2;2;4;4;4;4;2;2;4;4;4;4;4;4;3;3;3;4;4;4;3;2;4;2;4;2;4;2;4;2;4;4;5;1;1;1;3;2;4;3;1;1;1;1;1;1;1;1;1;1;4;5;1;1;3;4;4;3;4;3;5;1;1;4;5;4;3;1;2;3;1;1;3;1;2;1
"325";101221;1;2021-12-16 09:43:00;"R_2uHXC5gNsVv10q6";2;3;4;3;4;2;3;4;2;2;3;4;2;2;5;5;2;2;5;1;3;4;1;5;5;5;3;1;1;5;5;5;5;4;5;5;5;5;5;5;5;4;4;4;4;4;3;4;3;2;3;3;3;3;2;4;4;4;3;3;3;2;2;2;4;3;3;3;3;3;3;3;3;3;3;3;2;2;1;2;2;3;4;4;3;3;3;5;4;2;4;2;2;5;2;2;5;2;4;2;2;1;2
"326";735;1;2021-12-16 10:03:13;"R_1rHbZGA6kHd3Fqg";5;5;5;4;5;3;2;5;2;1;1;5;5;2;5;5;2;1;5;1;3;5;1;4;4;3;5;1;1;5;3;5;4;3;4;5;5;5;5;3;3;3;3;3;4;5;3;5;5;4;2;4;4;2;4;5;3;5;5;5;3;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;4;2;2;5;5;5;1;3;2;1;5;4;5;1;1;1;2;2;3;1;1;3;5;1;1;1;1
"327";1193;1;2021-12-16 10:21:31;"R_1C1JXiPA5Xrgepz";4;4;4;2;4;4;4;4;2;2;4;4;4;2;4;3;1;2;5;2;2;4;2;4;3;4;5;2;2;4;4;4;4;2;2;4;4;3;4;4;4;3;3;3;3;4;3;3;1;3;4;3;3;3;1;4;3;4;4;3;2;4;2;1;3;3;2;3;2;1;2;2;1;2;1;1;1;2;4;1;2;4;4;5;4;5;4;5;1;2;1;4;4;5;1;4;4;2;2;4;1;1;3
"328";2664;1;2021-12-16 10:28:46;"R_SK6D1fqlSVTJSE1";2;2;3;4;4;3;2;2;1;1;3;1;1;5;4;2;1;2;4;2;5;1;3;4;4;4;2;1;1;5;3;3;4;5;5;4;4;5;4;5;5;4;4;3;2;3;1;5;2;2;5;1;4;1;4;2;5;3;2;1;4;4;5;1;5;1;2;5;5;2;4;5;5;2;4;4;1;1;1;5;5;2;2;2;3;1;2;3;4;2;2;1;5;2;5;1;1;3;5;1;1;2;4
"329";473;1;2021-12-16 11:20:38;"R_1MSdU6tY6GcQtzr";4;2;5;3;4;4;1;2;1;2;1;4;3;2;5;4;2;2;4;4;4;3;4;3;3;3;4;4;4;4;2;2;4;4;4;4;4;3;3;3;3;3;3;2;4;4;4;3;4;4;3;3;3;2;3;4;2;4;4;4;2;2;2;4;3;4;4;2;2;2;3;3;2;2;2;2;3;3;2;1;2;4;1;4;2;2;2;3;1;1;2;4;2;4;1;1;2;1;2;2;1;1;1
"330";1811;1;2021-12-16 11:31:17;"R_2uDKYKcfNuZsf5E";5;3;3;2;4;2;2;2;1;1;2;4;3;1;3;4;1;1;4;3;5;1;1;4;4;4;1;2;1;5;5;5;4;5;5;5;5;4;4;4;4;3;3;3;3;4;4;2;1;4;2;4;2;4;1;4;3;4;4;4;1;1;1;1;3;4;4;2;1;1;1;1;1;1;1;1;1;3;4;1;1;2;3;1;1;5;1;4;2;1;1;4;1;4;1;1;5;1;1;5;1;1;1
"331";1156;1;2021-12-16 11:32:09;"R_1CpCTFZM9PZBXIz";4;4;5;4;5;4;1;5;1;1;1;3;2;4;4;4;2;1;5;5;4;3;4;2;4;2;5;4;4;2;2;2;3;4;4;4;3;4;3;2;2;3;2;2;2;3;2;4;4;2;3;1;3;1;2;4;3;3;2;2;1;1;2;1;4;2;2;4;4;4;4;4;4;4;4;2;2;2;2;1;3;3;5;5;3;5;2;5;3;2;1;2;2;2;2;2;2;3;3;2;3;1;2
"332";770;1;2021-12-16 11:48:32;"R_BycT59xGtXj7HwJ";4;4;5;2;5;2;1;5;3;2;1;5;2;2;5;3;2;2;2;5;4;1;3;1;1;1;2;5;5;2;2;3;4;4;4;4;4;3;3;4;3;1;1;2;2;3;3;5;1;2;5;1;4;1;3;3;3;4;3;3;2;3;3;3;3;3;2;4;4;4;4;4;4;4;4;4;2;2;1;2;4;5;3;2;3;2;2;4;3;2;3;2;2;4;3;1;3;2;4;2;1;1;4
"333";733;1;2021-12-16 16:20:43;"R_QnoG57mNU445Vmx";3;3;2;2;3;3;3;4;3;2;2;4;4;3;2;2;4;2;3;4;4;4;5;4;2;3;5;5;5;2;2;2;2;4;4;3;3;3;2;3;3;2;1;2;1;2;1;4;3;1;5;1;5;1;4;2;4;2;1;2;4;4;4;2;2;1;1;2;1;1;1;1;1;1;2;2;2;4;3;4;3;2;4;2;4;4;2;2;4;3;2;4;4;4;4;2;2;3;3;3;3;2;2
"334";828;1;2021-12-16 16:22:15;"R_8zXuHp0bMUnkgZr";4;5;3;5;2;4;2;4;5;2;2;5;3;4;3;4;4;2;4;5;4;4;4;3;2;2;2;5;5;2;2;2;2;4;2;2;1;2;4;2;1;1;1;1;3;2;3;5;2;2;4;2;4;1;4;2;3;2;2;3;4;4;4;1;4;2;2;4;4;4;4;4;4;4;4;4;3;3;2;1;4;4;5;4;3;2;1;2;3;2;4;1;3;3;2;5;4;3;5;2;2;4;2
