"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9___Alim__motionnel";"Q10___Alim__motionne";"Q11___Alim__motionne";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27"
"85";809;1;2022-02-23 08:36:17;"R_pmadY5Gw2xuVsv7";4;2;5;2;4;1;2;4;1;1;2;2;4;1;2;4;1;1;1;5;4;2;3;2;2;2;2;3;2;2;2;2;4;4;4;4;4;4;2;2;2;3;2;2;4;4;4;3;1;4;2;2;2;2;1;4;2;4;4;1;2;3;2;3;2;4;4;2;2;2;2;2;2;2;2;2;1;4;2;1;1;3;4;5;1;5;4;4;1;2;1;4;1;5;1;1;4;2;2;5;1;1;1
"86";517;1;2022-02-23 18:43:11;"R_3gNQtzB0RCtcKdD";4;4;4;4;4;4;2;2;4;2;2;4;2;4;4;2;4;2;4;1;3;3;1;3;3;4;4;1;1;5;5;5;5;4;1;4;5;5;2;4;4;4;4;4;4;4;4;3;2;4;4;3;4;2;2;4;3;3;4;3;2;3;2;1;4;4;3;3;3;3;3;3;3;3;3;3;2;4;2;2;2;2;2;3;2;2;1;4;1;2;2;2;2;2;2;1;2;2;3;2;2;2;2
"87";639;1;2022-02-24 09:47:06;"R_1gqgy5hcJSK8zIJ";2;3;2;2;2;2;1;3;4;2;2;2;2;2;2;2;2;2;4;4;5;4;4;2;2;1;1;3;4;3;4;3;3;4;3;5;4;4;4;1;1;2;2;2;2;4;3;3;4;3;4;3;4;3;3;4;2;3;3;3;2;2;2;5;3;3;3;5;5;5;5;5;5;5;5;5;2;3;1;3;5;4;4;5;4;2;2;4;2;1;1;2;2;2;4;5;4;4;3;2;1;3;2
"88";528;1;2022-02-24 22:54:31;"R_AyNKDbGjItwkUud";4;4;2;4;4;5;1;2;2;2;1;2;2;4;3;2;4;2;4;4;3;2;4;1;2;2;2;3;2;4;2;2;4;3;4;3;3;3;1;2;2;2;2;2;3;4;3;4;2;3;3;2;2;1;3;2;3;4;3;3;2;4;3;2;3;3;3;2;2;2;2;2;2;2;2;2;1;2;1;2;2;3;1;3;1;4;2;4;3;4;4;2;1;4;1;2;3;3;2;2;2;2;3
"89";670;1;2022-02-27 06:35:02;"R_3e2FBsFe0rCSg4a";2;1;3;5;2;1;2;3;4;2;2;1;2;5;2;2;5;1;2;2;5;2;2;5;4;5;4;1;1;5;5;5;5;5;5;3;3;4;2;5;5;4;3;4;3;3;3;3;1;2;3;4;3;4;2;4;2;4;4;4;2;3;2;1;3;4;4;3;2;1;1;2;1;1;1;1;4;1;3;1;2;3;4;4;2;3;1;3;2;1;5;2;1;4;1;1;5;1;1;2;3;2;1
"90";887;1;2022-02-28 13:11:39;"R_3oShyin13BG5NGD";3;2;3;3;2;2;3;4;2;2;3;4;2;1;3;4;1;1;4;4;4;4;4;3;3;3;2;4;4;3;3;3;4;4;2;3;4;4;3;3;3;1;1;1;3;4;3;4;3;4;2;4;4;4;2;4;2;4;4;4;1;1;3;3;4;4;3;3;4;3;4;3;2;2;2;1;1;1;4;1;1;2;5;5;2;5;2;5;1;1;2;3;3;4;1;1;3;1;1;3;3;1;2
"91";432;1;2022-03-06 13:20:18;"R_5BfdF818IkJevxn";4;4;3;4;4;4;3;3;5;2;3;3;3;4;4;4;4;2;4;2;4;3;2;4;4;3;2;2;2;5;5;5;5;4;3;4;4;4;4;4;3;3;3;3;3;4;2;5;2;3;4;2;4;1;4;4;3;4;3;2;4;5;4;2;4;2;2;4;2;2;2;2;2;1;2;2;4;3;3;4;5;5;5;4;2;2;3;5;3;4;3;2;1;3;2;2;3;2;5;3;2;3;4
"92";889;1;2021-12-08 11:15:04;"R_2Vfj2s72Vs6zlRd";5;1;5;2;5;2;5;5;1;1;5;2;4;5;4;5;1;1;4;5;5;2;5;2;2;2;3;4;5;2;2;2;3;4;4;3;4;4;2;2;1;2;1;1;3;3;2;5;1;4;5;2;4;1;3;3;5;3;3;1;3;3;3;1;5;3;1;4;4;1;4;3;3;1;1;2;2;2;4;1;5;5;5;4;4;2;2;4;1;1;2;2;4;4;2;2;5;2;5;3;2;1;1
"93";445;1;2021-12-08 12:14:23;"R_3ebkkh5QB0QtX6m";2;4;2;5;3;2;2;4;4;4;1;1;2;2;2;3;2;1;1;4;5;3;4;2;2;3;2;3;4;3;2;2;2;5;5;2;3;3;2;3;3;2;1;2;2;4;2;4;3;2;5;2;4;1;3;4;4;3;2;4;3;5;4;4;4;2;2;4;4;4;4;5;5;4;4;3;1;1;1;2;4;5;3;4;2;1;2;2;2;4;4;1;1;3;4;4;3;3;4;1;1;4;2
"94";330;1;2021-12-08 12:59:15;"R_1QL3qIJfomjkG0u";3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;4;4;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;4;3;4;4;4;4;3;4;3;3;3;2;3;2;5;2;2;4;1;5;1;3;2;4;2;2;2;4;4;4;1;4;2;2;2;2;3;3;3;2;2;3;3;2;3;3;2;2;2;2;3;3;3;2;2;2;3;3;3;3;2;2;3;3;3;3;3;3;4;3
"95";676;1;2021-12-08 13:10:43;"R_4TMjqNlPGQYU8V3";3;2;3;2;2;2;3;3;2;1;2;3;2;1;1;2;1;2;3;4;4;2;1;4;4;4;4;3;4;3;4;4;4;4;4;3;4;3;4;4;4;2;3;3;3;4;3;2;2;3;3;3;2;2;3;4;2;4;4;3;2;2;2;3;3;3;4;3;2;2;2;2;2;2;2;2;2;2;3;1;2;3;3;3;2;3;2;2;2;2;2;2;2;3;1;1;2;2;3;2;2;1;1
"96";830;1;2021-12-08 13:42:55;"R_UuczciEd816FenL";2;5;3;3;2;4;1;2;3;1;1;3;2;2;2;1;4;1;4;2;4;3;1;4;4;4;4;2;3;4;5;5;5;3;1;5;4;4;2;4;3;3;3;3;2;4;2;5;1;2;5;2;5;2;4;4;4;3;2;3;4;4;4;2;5;2;2;4;3;2;4;5;5;4;4;5;4;1;1;4;5;4;1;4;3;2;1;2;4;2;4;1;2;2;2;2;4;3;2;2;3;4;2
"97";5404;1;2021-12-08 13:54:57;"R_2aFhgEexoIBYW60";3;2;2;4;4;3;4;5;2;1;3;3;4;2;5;5;1;1;2;5;4;5;5;2;2;2;2;5;4;2;3;2;2;4;4;2;4;2;2;2;2;2;2;2;2;3;1;5;4;2;4;1;3;2;2;3;4;3;2;2;3;3;4;2;4;2;2;3;3;3;3;4;4;3;3;4;2;2;2;1;3;5;2;2;2;1;1;1;2;2;2;1;4;2;2;2;2;2;5;2;2;1;4
"98";917;1;2021-12-08 15:42:55;"R_1pQYCAklx3odwAZ";3;4;3;2;3;2;1;3;1;1;3;3;2;2;4;4;2;1;2;2;4;2;2;4;2;4;2;2;2;4;4;4;4;2;4;4;4;4;4;4;4;2;3;3;4;4;5;2;2;4;2;4;2;4;1;4;1;4;4;5;1;1;1;4;2;5;4;2;2;2;2;2;2;2;2;2;1;4;5;1;1;5;4;5;2;5;5;2;1;1;1;5;1;5;1;1;4;1;1;5;1;1;1
"99";694;1;2021-12-08 15:55:23;"R_32L9nOkzSYYJEmF";4;3;4;5;4;3;3;3;4;2;3;3;2;3;4;3;3;3;4;5;5;5;5;1;1;1;4;4;5;2;1;1;3;3;1;3;2;2;3;3;2;2;1;1;2;3;1;4;2;2;4;1;4;1;4;3;3;3;2;2;4;4;5;1;5;2;2;5;5;5;5;5;5;5;5;4;3;4;2;4;4;5;2;2;4;1;1;1;4;3;4;1;4;2;4;2;3;3;5;3;3;3;3
"100";636;1;2021-12-08 15:59:59;"R_1oojOU3pCk9mEXv";5;2;2;3;5;2;3;4;3;1;1;1;2;3;1;4;2;1;1;4;5;1;4;1;5;5;1;2;3;4;1;2;4;5;5;3;2;3;2;4;4;2;2;2;3;4;4;2;1;4;1;4;1;3;1;4;1;5;5;2;1;1;1;2;1;4;4;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;4;5;1;5;4;5;1;3;4;5;1;5;1;1;5;1;1;5;2;1;1
"101";523;1;2021-12-08 17:27:34;"R_3fQ3sIV6Y65cRCE";4;4;5;4;4;4;5;5;1;2;4;4;4;2;4;3;1;2;5;3;5;3;3;4;2;2;1;3;3;4;4;4;4;3;2;5;5;5;4;4;2;2;3;3;3;2;3;4;1;3;4;3;5;3;4;3;2;3;3;3;1;1;2;2;3;3;3;3;1;1;1;2;2;2;2;2;2;3;4;1;3;5;4;4;2;4;1;5;2;1;1;4;2;4;2;2;5;2;3;3;5;2;2
"102";697;1;2021-12-08 17:28:28;"R_ZmGZGsZZkdNZi4F";3;2;5;2;2;3;1;2;2;2;2;2;2;1;1;4;1;2;2;5;5;5;5;2;2;2;1;5;5;3;2;2;3;5;5;3;3;3;2;3;3;1;1;1;2;4;2;4;3;2;4;1;4;1;2;3;4;3;3;2;2;5;4;2;4;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;5;3;4;3;2;2;2;1;2;5;2;2;3;1;5;2;2;5;4;2;1;3
"103";13601;1;2021-12-08 18:40:41;"R_3IbBy1coECdziye";3;4;4;2;4;4;2;4;2;1;2;4;3;1;4;4;1;1;2;4;5;1;4;4;3;4;2;4;4;3;2;2;4;4;5;4;4;4;4;4;4;2;2;2;4;4;3;4;1;3;4;3;3;3;2;3;3;3;4;4;1;2;1;3;4;3;3;3;2;4;3;3;4;2;3;3;1;4;4;3;2;3;3;5;4;4;4;4;1;1;1;3;4;4;2;2;3;3;3;3;3;2;1
"104";492;1;2021-12-08 21:02:32;"R_3pbTmDKTlUz1735";4;4;5;4;4;5;4;5;3;3;2;4;3;5;4;4;3;2;1;3;5;1;4;4;4;4;1;4;4;3;2;2;4;5;5;5;4;4;4;5;5;1;2;1;4;3;4;3;1;3;3;4;3;3;2;3;3;2;3;4;3;2;2;4;3;3;3;3;3;1;3;2;1;1;1;2;4;3;3;2;2;5;3;3;3;5;3;5;1;3;3;4;3;4;1;2;3;3;3;1;3;4;2
"105";917;1;2021-12-08 21:35:18;"R_1ifHrdPSD8v9tm7";4;4;2;2;4;4;1;3;4;2;1;3;1;2;3;2;2;2;4;5;2;4;5;1;1;1;2;5;5;1;1;1;1;4;3;1;2;2;2;1;2;1;1;1;2;3;2;5;3;2;3;1;5;1;4;2;4;2;2;2;4;5;5;3;5;2;2;4;4;4;4;4;4;4;4;4;2;1;1;2;5;3;1;1;2;1;1;2;5;2;2;1;1;3;4;1;2;2;5;2;2;5;2
"106";1035;1;2021-12-08 21:50:44;"R_3IQ42BMBX3GFMwk";5;4;5;2;4;4;2;4;2;2;2;5;4;3;4;4;2;1;3;2;5;4;4;5;2;5;3;2;1;1;2;2;4;4;4;3;4;4;4;5;5;3;3;2;3;4;3;4;1;4;4;5;3;4;2;4;1;5;5;5;1;1;1;1;3;5;4;5;3;5;3;5;3;4;3;2;1;2;2;3;3;3;5;5;5;5;5;5;3;1;2;4;4;3;2;1;5;4;4;5;3;1;1
"107";792;1;2021-12-08 22:19:17;"R_3KU8QbUqQx0CIZ0";5;4;5;4;5;5;1;5;3;1;1;5;1;5;5;1;2;1;1;5;5;4;5;5;1;4;1;5;5;1;1;1;1;5;5;1;1;4;5;5;5;2;1;1;2;2;1;4;5;2;5;1;5;1;4;1;5;1;1;1;5;5;5;1;4;1;1;5;4;5;4;5;5;4;4;5;4;1;1;4;4;5;2;1;5;1;1;5;5;5;1;1;5;2;4;3;1;4;5;1;5;1;4
"108";623;1;2021-12-08 22:27:33;"R_3EcDbXT6dIISQgi";4;4;4;2;4;2;2;4;2;1;2;4;4;2;5;4;2;1;4;4;4;1;4;4;2;4;1;3;2;4;4;1;5;4;4;2;2;4;5;5;5;3;4;3;3;4;4;3;2;4;2;4;2;4;1;4;2;5;4;5;2;2;2;4;2;4;4;1;1;1;1;1;1;1;1;1;5;4;2;1;1;2;2;4;1;3;1;2;1;1;1;4;4;4;1;1;1;1;2;4;4;1;1
"109";565;1;2021-12-09 00:18:56;"R_3Jat3apAmbQfbFA";3;4;3;4;3;3;2;1;3;3;2;5;2;3;3;2;2;3;4;3;4;4;3;1;1;1;3;3;3;2;3;3;3;2;2;1;2;4;2;2;1;3;3;3;2;2;1;5;3;2;5;1;3;1;2;2;5;1;2;1;5;5;5;1;5;2;1;3;3;2;3;3;2;2;2;1;4;2;2;3;3;5;1;2;5;1;1;2;5;5;2;1;4;3;2;5;2;5;5;1;1;1;3
"110";1516;1;2021-12-09 00:43:42;"R_3Pk0KAbEqXt9uPE";2;3;4;2;2;3;4;3;2;1;4;4;3;2;4;2;2;1;4;3;5;2;2;4;3;4;2;2;2;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;3;3;2;4;2;2;4;3;3;2;2;3;3;2;3;3;3;2;2;3;2;3;2;3;4;2;3;4;2;2;2;2;2;3;4;1;2;4;4;4;2;2;1;2;2;3;2;2;2;2;2;2;2;2;4;2;2;1;1
"111";695;1;2021-12-09 03:22:02;"R_1rN5SFtkM9pyqoQ";3;2;4;2;4;2;4;4;2;2;4;3;4;2;3;4;2;2;2;4;5;2;4;3;1;1;1;4;2;3;3;3;3;5;5;2;1;1;4;3;2;3;2;2;3;3;4;4;1;3;3;3;2;2;1;4;1;5;4;5;1;1;1;1;1;4;3;1;1;1;1;1;1;1;1;1;1;1;5;1;2;3;5;5;4;5;4;5;1;1;1;4;5;5;1;1;4;1;4;5;4;2;1
"112";880;1;2021-12-09 04:16:22;"R_3MLv7sKyv6qtiiK";1;1;1;1;1;1;4;2;1;1;4;2;1;1;2;2;1;3;2;2;5;1;1;5;5;4;1;1;1;5;5;5;5;5;5;5;5;4;5;4;5;3;3;3;4;4;4;3;1;4;2;3;3;4;1;4;2;4;4;4;1;3;2;3;4;4;4;1;1;1;1;1;1;1;1;1;1;2;3;1;1;5;3;4;4;5;3;4;1;2;2;2;3;4;1;1;5;1;2;4;1;1;1
"113";1877;1;2021-12-09 06:52:43;"R_1FRmbyBHVJA4E3W";5;5;4;3;4;4;2;4;2;3;2;4;4;3;4;4;2;2;5;2;4;1;4;4;5;4;3;2;4;4;2;3;5;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;2;4;2;3;3;4;1;4;1;5;5;4;1;1;2;4;4;5;5;2;4;1;4;3;4;1;4;2;1;4;3;1;1;4;5;5;5;4;2;5;1;4;1;4;1;5;1;1;5;1;1;5;1;2;1
"114";669;1;2021-12-09 08:22:59;"R_1j9rjCN38a6AVJv";2;5;2;4;4;4;2;2;3;2;2;2;1;4;2;4;4;1;4;4;4;4;4;2;1;2;4;4;4;2;2;2;2;4;4;2;2;2;4;2;2;2;2;2;1;3;2;3;4;2;3;1;4;1;2;3;4;2;2;1;3;5;4;2;4;1;2;3;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;2;2;2;1;2;3;3;3;2;2;3;1;2;2;4;3;1;4;4;2
"115";927;1;2021-12-09 08:33:34;"R_Y3JVMSzXEQLMAa5";2;4;2;2;2;4;1;2;2;2;2;2;2;2;2;4;2;1;2;4;4;5;4;2;2;3;4;4;4;2;2;2;2;4;4;4;4;4;4;2;3;1;2;2;1;2;2;3;3;2;3;1;3;1;2;1;4;2;2;1;4;3;4;1;4;1;2;2;2;1;1;2;1;1;1;1;1;2;2;1;1;3;3;2;2;4;2;4;3;2;4;1;3;3;1;3;2;2;3;1;1;1;3
"116";36797;1;2021-12-09 08:36:11;"R_3GBBIKuLgfXzEpE";2;1;2;5;2;1;1;2;3;2;1;3;2;5;4;2;3;2;1;5;5;3;4;3;3;4;1;4;5;4;2;2;4;5;5;4;4;4;3;4;4;1;1;1;4;4;4;2;2;4;2;4;2;4;2;4;2;4;4;4;1;1;1;2;2;4;4;2;1;1;1;1;1;1;1;1;2;3;3;1;2;5;4;5;4;4;2;3;1;4;3;4;4;4;1;1;3;1;1;1;1;1;1
"117";785;1;2021-12-09 10:03:08;"R_2CkcoNpadhlzYQB";4;2;4;4;3;2;2;3;2;1;2;3;3;1;2;2;1;1;4;4;4;4;4;3;3;4;2;3;3;4;3;2;3;4;4;3;4;4;3;3;4;2;1;1;3;3;3;4;1;3;4;3;3;2;2;3;4;3;3;3;1;4;2;1;4;4;3;3;2;1;3;1;1;1;1;2;2;2;2;2;2;4;3;4;2;2;2;4;2;1;2;2;2;3;1;2;2;2;3;3;2;2;2
"118";957;1;2021-12-09 10:23:35;"R_2tmMNagX2gksdrh";5;4;5;1;5;2;5;5;1;1;4;2;4;1;2;5;3;1;4;3;4;1;1;4;4;4;5;2;1;5;5;5;5;4;4;5;4;4;4;4;3;4;4;4;3;4;3;3;1;3;3;3;1;3;1;3;2;4;4;3;1;3;1;1;1;5;4;3;2;2;2;2;2;2;2;2;2;4;4;2;2;5;4;5;3;5;3;2;3;2;3;4;4;5;1;1;5;4;3;3;2;1;1
"119";732;1;2021-12-09 10:38:05;"R_79CTJ4lFVXXVN5L";3;3;3;3;3;3;1;3;4;4;2;2;3;4;2;2;4;4;4;2;4;4;2;4;4;4;4;4;2;3;4;5;4;2;4;4;2;2;4;4;4;3;2;3;2;3;2;5;2;2;4;2;5;2;5;3;4;2;2;2;5;5;4;5;5;2;2;2;4;5;5;5;5;5;5;5;4;1;1;3;4;4;3;3;4;1;1;1;5;2;4;1;3;2;3;3;3;4;4;1;3;4;4
"120";1134;1;2021-12-09 11:57:58;"R_2uplPr4U50F3Yhe";4;4;4;3;4;3;3;4;2;2;3;3;3;2;4;4;3;2;4;1;4;2;2;4;4;4;1;1;1;4;4;4;4;4;4;4;4;4;4;5;4;4;3;3;4;4;4;2;4;4;2;4;2;4;2;4;2;3;4;4;2;2;2;3;4;4;4;4;4;2;4;4;4;2;4;4;3;4;4;2;3;5;5;5;4;3;2;3;1;1;2;4;4;4;1;1;4;2;2;1;3;2;1
"121";552;1;2021-12-09 12:00:28;"R_2WGrxICJ5cuuNS6";1;3;3;1;2;3;1;3;3;1;1;4;3;1;4;2;2;1;4;2;4;4;5;2;2;4;1;4;2;2;3;2;4;4;2;4;4;4;4;4;4;3;4;1;3;3;3;4;1;3;3;3;3;2;1;3;2;3;3;3;1;4;3;1;3;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;4;4;4;4;4;1;2;1;2;1;2;3;2;1;1;5;1;2;5;1;1;3
"122";831;1;2021-12-09 12:03:11;"R_TuNKD9eGPvMK3Rv";2;3;2;4;3;3;2;2;2;2;2;2;2;3;2;2;1;1;3;3;4;3;3;2;3;4;2;2;2;4;4;4;4;4;4;4;4;4;2;4;4;3;3;3;3;3;2;3;1;2;3;2;2;1;2;3;3;2;2;1;2;4;3;1;3;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;2;2;2;2;1;2;2;2;3;1;2;2;1;2;2;2;2;2;2;1;2
"123";1770;1;2021-12-09 12:07:45;"R_1f7aEHfI2hEu7A8";4;5;4;3;3;4;4;4;3;2;3;4;4;2;4;5;3;2;4;3;4;3;2;4;3;4;4;2;2;4;3;3;3;4;2;3;4;4;4;4;4;3;2;3;3;4;2;4;2;3;4;3;3;1;1;4;3;3;3;3;3;3;2;4;4;3;3;2;2;2;3;3;2;1;1;3;2;2;3;2;4;3;4;4;2;2;4;4;2;3;3;1;2;2;2;2;2;2;4;2;3;4;1
"124";1631;1;2021-12-09 12:10:42;"R_2urMRmwaou3bv1z";3;4;4;2;3;3;3;4;2;2;3;4;2;3;4;3;1;2;4;2;4;2;2;4;4;4;1;2;2;5;4;4;5;4;2;4;4;4;4;4;4;3;3;3;2;3;2;3;3;3;3;2;3;1;2;3;2;3;3;5;1;1;1;2;3;2;2;2;3;3;2;3;1;1;2;1;2;3;3;1;2;2;3;4;1;4;2;2;1;1;2;2;3;4;1;2;4;4;2;2;4;2;1
"125";4155;1;2021-12-09 13:07:27;"R_rrxadGqm3fcRY2d";2;2;5;4;4;2;1;2;2;1;1;2;2;2;2;2;2;1;4;2;5;1;2;4;4;4;4;1;1;5;5;5;4;5;5;3;4;4;4;4;4;4;4;4;3;4;2;2;3;3;3;2;3;2;1;3;2;3;3;2;1;2;1;1;3;2;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;5;1;5;4;5;4;2;1;1;1;2;2;5;1;1;5;1;2;5;1;1;1
"126";1100;1;2021-12-09 17:57:12;"R_6Km2RrrflEM9ScV";4;2;4;3;5;2;4;4;1;2;1;5;3;2;5;5;2;2;3;1;4;2;1;4;4;2;2;1;1;5;5;5;5;3;3;4;4;4;4;3;4;4;4;4;4;4;4;2;1;4;2;4;2;4;2;4;2;4;4;4;1;1;2;4;4;4;4;3;2;3;1;3;3;3;3;3;1;1;3;1;1;2;4;5;4;5;4;5;1;1;1;5;5;3;1;1;5;2;2;2;2;1;1
"127";757;1;2021-12-09 20:39:10;"R_3ezzHZPXbDCAcsH";5;5;4;3;4;3;2;2;1;1;2;5;3;2;3;3;2;1;4;2;4;2;2;4;3;4;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;3;2;3;1;3;3;2;2;2;1;4;2;4;3;1;1;3;1;1;1;3;3;2;2;1;2;2;2;1;1;1;1;1;3;1;1;2;5;4;1;4;3;4;1;4;4;2;4;4;1;1;5;1;2;3;4;2;4
"128";1180;1;2021-12-10 11:43:48;"R_TkdJwm4yOIXKmAx";4;2;4;3;4;4;5;4;3;2;5;2;3;3;4;4;2;2;3;4;5;2;4;4;4;4;2;4;1;3;2;2;3;4;5;4;4;4;4;4;4;2;2;2;3;4;4;3;1;4;3;4;3;3;2;4;1;5;4;5;1;1;1;4;3;4;4;4;4;3;4;3;4;3;4;4;2;2;4;1;2;3;4;5;2;4;4;4;2;2;3;3;3;4;1;2;4;4;4;3;1;4;2
"129";1567;1;2021-12-10 12:47:30;"R_2VwNktc25sdSDpF";5;5;5;4;5;3;4;2;1;2;1;2;5;5;5;4;1;1;1;1;5;5;1;5;5;5;3;1;1;5;5;5;5;5;5;5;5;4;5;4;4;4;4;4;3;3;5;1;1;5;2;5;1;5;1;3;1;5;5;5;1;1;1;1;3;5;5;1;1;1;1;1;1;1;1;1;1;5;5;1;1;5;5;5;1;5;1;1;1;1;1;5;1;5;1;3;5;1;1;3;1;1;1
"130";618;1;2021-12-10 12:55:07;"R_24dgrLnO8mAzf8D";2;5;5;5;5;4;4;5;2;1;5;4;4;3;4;5;3;2;5;4;5;1;1;5;5;5;1;1;1;5;5;5;5;5;5;4;4;4;5;5;5;2;2;4;2;3;3;1;2;3;5;4;5;2;1;3;3;3;3;4;1;1;1;5;3;4;2;4;2;4;2;4;2;4;2;4;1;5;4;1;3;5;5;5;2;5;1;5;1;1;1;4;5;5;3;1;4;4;3;3;2;3;3
"131";986;1;2021-12-10 13:45:50;"R_1iezunYAS5pSQBk";2;5;4;5;2;5;2;2;2;2;2;5;2;3;5;4;4;2;5;5;3;4;5;2;2;2;4;4;5;2;2;2;4;3;1;3;3;2;2;2;2;1;2;2;4;4;2;5;2;3;4;2;4;2;2;4;3;3;3;2;1;4;3;1;3;3;3;3;2;2;2;2;2;2;2;2;3;3;2;2;4;3;4;4;3;2;3;2;2;2;4;2;2;3;1;2;5;3;2;4;4;4;2
"132";758;1;2021-12-10 14:46:03;"R_1Qhm0aOovrKRlmg";3;3;4;5;1;2;2;4;3;1;2;4;4;1;3;4;2;1;2;4;4;3;3;2;2;2;2;3;4;3;2;2;2;4;2;2;3;2;2;2;2;2;1;2;1;3;1;4;1;1;4;1;4;1;2;2;5;2;2;1;3;4;4;2;4;2;2;4;4;2;3;3;4;2;3;3;3;1;2;2;4;4;1;2;2;1;1;4;4;3;2;1;2;2;2;3;3;2;5;4;1;1;4
"133";6192;1;2021-12-10 16:09:43;"R_eyxqmamUNlj9uLf";5;2;4;2;5;2;3;4;1;2;3;2;2;2;4;4;1;2;5;2;5;3;2;2;2;2;2;1;2;5;2;4;4;4;4;4;4;3;4;4;2;4;2;2;1;1;1;5;5;1;5;1;5;1;4;1;5;2;1;1;5;5;5;1;3;1;1;5;3;4;4;3;4;4;4;3;3;5;1;4;3;5;5;5;2;3;1;2;5;4;5;1;4;3;4;5;5;4;5;5;1;1;5
"134";633;1;2021-12-10 16:57:26;"R_2SlDA3ffw4HSxNf";2;2;3;3;2;3;3;3;2;2;2;2;2;2;3;2;1;2;2;4;4;3;4;2;3;4;2;4;4;3;2;2;3;4;2;3;3;3;2;4;2;2;2;2;3;3;1;4;1;2;3;1;4;1;4;2;4;2;2;1;4;3;4;1;4;2;1;4;4;2;4;4;2;2;2;3;1;1;2;3;4;4;4;3;2;2;1;2;4;2;2;1;4;3;4;4;3;4;5;2;2;1;3
