"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9_Alim_emotionnel";"Q10_Alim_emotionnel";"Q11_Alim_emotionnel";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"178";574;1;2021-12-11 21:54:10;"R_3k6fAdgJb1FnxCQ";4;1;3;1;5;1;4;4;1;1;4;5;5;3;5;5;1;1;3;2;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;5;5;4;4;5;2;2;4;3;3;3;2;1;3;3;3;2;3;3;4;4;4;4;3;5;3;3;1;1;4;3;1;4;1;4;4;1;1;1;4;1;2;3;1;4;5;5;4;3;3;4;4;2;4;2;3;3;4;5;1;1;1;2;1;1;4;1;9;2;7;4;8;2;2;10;10;10;44;23;26;25;14;88;31;13;24;68;8;21;11;11;12;17;7;8;1;3;4;48;26
"179";992;1;2021-12-11 22:12:26;"R_10HqiG2pfTL7New";3;3;4;3;3;2;2;3;1;1;2;3;3;2;3;3;2;1;3;2;4;3;2;3;4;2;2;2;2;3;3;2;3;4;4;2;3;4;3;3;3;2;3;3;2;3;2;3;2;3;3;2;3;2;3;4;3;3;3;2;3;2;3;2;3;3;2;2;3;2;3;2;2;2;2;2;2;2;2;1;4;3;3;2;2;3;2;3;2;2;2;2;2;3;4;1;1;2;2;2;2;4;1;6;5;7;5;4;3;2;6;6;15;29;20;19;18;9;66;28;14;19;61;8;20;8;9;8;14;5;8;2;3;4;39;22
"180";601;1;2021-12-11 22:29:07;"R_3PMjodoJKjmO4In";2;5;3;5;2;5;4;5;5;2;2;3;1;2;3;1;5;1;2;1;2;1;1;1;4;4;1;1;1;1;2;1;4;2;2;5;4;3;1;4;2;1;1;1;2;4;2;1;2;3;1;1;1;1;2;5;2;5;2;3;2;1;1;4;1;3;3;5;5;4;5;5;5;4;5;4;2;2;2;5;1;1;2;5;3;2;5;5;2;1;4;1;1;2;2;1;1;2;5;4;3;4;2;4;10;8;7;6;10;3;6;2;30;26;10;12;16;12;50;19;20;13;52;3;42;7;15;6;12;3;8;2;10;7;41;29
"181";1397;1;2021-12-11 23:10:21;"R_22WzdX4rO5fWJuy";4;1;4;3;4;2;2;4;1;2;2;4;3;2;3;4;1;2;1;5;2;3;1;4;2;3;2;1;2;2;2;2;3;2;1;4;5;4;2;2;2;1;1;1;4;4;3;1;3;4;3;2;3;2;5;4;5;4;4;4;5;4;3;3;1;4;4;4;3;2;3;3;2;1;1;3;2;4;3;4;2;5;4;5;2;2;1;2;1;1;2;3;2;2;5;3;3;1;2;4;2;3;1;8;3;8;5;4;2;4;7;7;14;34;11;18;15;13;57;38;18;23;79;3;22;7;9;9;15;6;12;1;6;6;45;26
"182";899;1;2021-12-12 02:01:05;"R_12cpMwuULNFqksP";1;4;4;2;2;2;4;2;2;2;2;5;2;2;5;2;2;2;1;5;3;3;5;5;4;5;1;5;5;1;5;5;5;3;3;4;4;2;4;4;4;4;4;4;4;3;3;5;2;3;3;4;1;4;4;4;4;4;3;4;4;4;5;3;4;4;3;1;1;1;1;1;1;1;1;1;2;4;2;1;5;4;5;5;2;4;2;4;2;2;1;2;2;4;5;2;2;2;1;5;2;5;2;3;6;6;4;6;4;4;10;4;18;29;14;36;26;10;86;33;16;33;82;12;9;8;12;11;20;6;13;2;2;5;56;23
"183";984;1;2021-12-12 05:08:11;"R_2VwQTH7RAeIhTMC";2;3;2;3;3;3;3;2;2;1;2;1;1;2;2;2;2;1;4;2;4;4;2;4;4;4;4;3;2;2;2;2;2;4;4;3;4;4;4;3;3;2;2;2;3;4;3;4;2;3;3;3;2;2;3;4;3;2;2;2;3;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;3;1;4;3;3;3;3;2;2;3;2;2;2;2;2;2;5;2;2;2;2;1;1;5;2;5;6;4;5;5;4;2;3;3;17;20;24;17;22;11;74;28;15;21;64;6;18;9;9;8;17;5;7;2;3;6;41;25
"184";1384;1;2021-12-12 05:24:36;"R_2Uf3ot1yjxUwBTw";5;3;5;2;5;5;5;5;2;2;3;5;4;2;5;5;2;2;2;4;4;2;4;4;4;4;1;4;4;5;4;4;4;4;2;4;4;4;3;4;4;3;3;3;3;3;3;2;2;3;2;3;2;3;2;3;3;2;3;3;4;3;3;1;3;3;2;4;4;2;4;4;4;2;4;2;2;4;5;2;4;3;4;4;4;3;3;2;2;2;2;3;3;4;4;1;2;2;4;2;2;4;2;10;8;10;4;8;4;4;10;9;20;47;15;33;23;12;83;27;11;23;61;9;30;11;11;13;16;5;10;2;6;5;50;29
"185";823;1;2021-12-12 06:02:32;"R_1prpFuQAILzhGgW";2;2;3;4;2;3;2;2;1;1;2;2;3;3;3;4;2;1;1;1;4;2;2;2;2;1;3;2;1;3;3;3;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;1;3;2;2;1;1;1;2;2;2;2;2;1;4;2;2;1;2;2;2;4;3;4;3;4;3;4;3;3;3;3;2;2;3;5;4;2;4;2;1;3;4;2;3;1;4;3;2;2;4;2;4;3;2;5;4;4;5;5;7;4;3;2;5;7;17;25;13;17;11;6;47;20;9;12;41;5;31;13;9;9;12;9;10;2;6;9;40;39
"186";35185;1;2021-12-12 06:19:40;"R_1oe7HhCQUIsv3n7";3;3;4;4;3;3;4;4;2;1;2;2;3;3;2;4;3;2;2;2;5;2;2;4;4;4;4;3;3;4;2;2;4;4;4;4;4;4;4;4;4;2;2;2;3;3;3;2;4;3;2;4;2;3;2;3;3;3;3;4;4;4;4;3;2;3;2;4;4;4;4;4;4;4;4;4;4;3;3;1;3;4;3;5;3;2;1;3;2;4;3;2;3;4;4;3;2;2;2;2;3;4;3;6;6;8;7;6;5;3;4;7;21;31;21;22;24;12;79;26;16;27;69;6;36;14;10;10;16;6;8;2;3;9;44;34
"187";814;1;2021-12-12 06:41:50;"R_RRKOS9cPYXTEdNf";2;4;2;4;2;4;1;2;3;2;2;4;1;4;3;2;2;2;4;2;5;2;2;4;4;2;5;2;2;3;2;2;4;5;4;2;2;2;4;3;3;2;2;2;2;3;2;3;3;2;2;3;2;2;3;3;2;3;2;4;2;3;4;2;2;2;2;3;2;2;3;3;3;2;3;3;1;2;1;1;5;4;1;4;2;2;2;2;3;2;4;2;1;3;4;2;2;2;2;4;1;5;2;4;8;4;8;3;5;4;7;3;25;21;25;19;20;6;70;21;14;23;58;6;24;6;7;5;18;7;10;2;3;8;40;26
"188";1111;1;2021-12-12 06:42:40;"R_3dXpkwRkJlCjwyI";3;5;5;3;3;3;3;3;3;2;3;4;3;2;4;4;1;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;2;4;3;5;1;2;3;5;1;5;2;4;3;3;3;5;4;5;5;4;2;5;3;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;2;5;5;3;1;4;1;1;1;3;5;4;5;1;2;2;1;5;5;2;3;6;8;8;5;6;4;4;8;7;21;35;27;40;30;15;112;25;16;38;79;12;9;12;12;8;14;4;13;2;3;5;47;26
"189";992;1;2021-12-12 07:12:43;"R_3rHgORap3PaXpeG";3;3;5;2;3;4;2;5;1;2;2;4;2;2;4;4;1;2;1;5;3;3;5;2;2;3;2;5;5;5;5;5;5;3;1;5;5;5;2;5;4;3;4;4;4;4;4;1;1;4;2;4;3;2;4;4;3;4;4;4;5;2;3;1;2;4;3;5;5;4;5;5;5;4;4;4;3;5;5;1;2;4;4;5;1;3;4;5;1;2;1;3;3;3;3;1;5;3;2;5;5;4;1;6;7;10;4;4;2;4;8;6;17;34;13;40;18;15;86;34;14;24;72;11;41;9;19;12;14;5;16;3;3;3;61;23
"190";903;1;2021-12-12 08:01:07;"R_1rJKmPkNlJqnJva";3;2;2;5;5;5;5;2;2;1;2;4;2;5;5;2;2;1;3;3;4;2;3;4;2;4;4;2;3;3;3;4;4;4;4;2;2;2;4;4;4;3;2;3;3;3;3;3;1;3;3;2;2;2;3;4;5;4;3;2;4;4;4;1;4;3;3;4;3;1;3;3;1;1;1;3;1;3;2;1;4;5;4;4;2;3;1;5;2;1;1;2;1;5;4;2;3;2;5;2;5;5;2;8;7;4;10;7;4;2;9;4;23;32;21;25;22;6;74;33;13;23;69;8;20;5;14;11;17;7;10;2;6;5;52;25
"191";1093;1;2021-12-12 08:50:21;"R_2dsbuNumhgeOFy9";4;4;5;3;4;2;3;4;2;2;4;4;2;3;4;2;1;1;1;3;3;3;3;4;3;2;2;3;3;4;4;4;4;4;4;2;2;2;3;4;4;3;3;3;4;4;3;3;3;4;4;2;5;2;4;4;4;4;4;1;5;3;3;2;4;3;3;3;2;3;2;3;2;3;2;2;1;2;4;2;4;4;4;3;2;4;3;1;1;1;1;3;1;5;5;2;4;3;4;3;2;4;1;8;6;9;6;7;3;3;8;4;18;36;17;28;20;6;71;41;17;20;78;9;22;5;8;13;16;5;14;3;6;4;51;23
"192";956;1;2021-12-12 08:54:08;"R_2CqsCGhESR8pbgf";4;4;5;4;4;2;2;4;2;1;2;2;2;4;4;2;2;2;1;1;5;2;1;2;2;2;5;2;2;2;2;2;2;4;4;4;4;4;2;2;2;2;2;3;4;2;3;1;1;3;2;2;4;1;5;4;4;4;4;3;5;3;4;3;3;3;3;1;1;1;1;1;1;1;1;1;1;2;5;5;2;5;3;5;3;4;2;4;2;2;2;2;1;4;5;1;2;2;3;2;2;5;1;8;6;9;8;4;4;3;6;4;21;31;21;14;12;12;59;37;14;20;71;7;9;7;10;12;17;7;10;2;8;4;49;28
"193";1294;1;2021-12-12 09:26:58;"R_2fIJtVCIYywIV0Z";2;3;4;3;2;3;3;5;2;2;2;3;3;2;3;4;2;2;2;4;5;5;4;4;4;5;5;5;4;1;5;5;4;4;5;4;4;4;4;5;5;4;4;3;5;4;5;4;2;5;4;5;5;5;4;5;5;4;5;5;5;5;5;4;3;5;4;3;2;2;2;2;2;2;2;2;4;2;1;1;4;5;4;5;4;4;3;5;1;1;1;5;4;4;5;1;2;2;2;2;3;4;1;4;6;9;5;5;4;4;6;7;19;31;26;32;27;12;97;45;19;39;103;11;19;13;13;9;18;6;13;2;3;3;53;27
"194";901;1;2021-12-12 09:36:32;"R_sY91BcFBgGgUWVX";5;4;4;4;4;5;3;4;3;2;3;4;3;2;4;4;2;2;2;3;3;2;3;4;2;4;2;2;5;3;3;4;4;3;4;2;4;4;4;4;4;3;2;2;2;4;2;2;3;3;1;1;2;1;3;3;3;4;4;1;3;1;3;2;1;2;3;4;2;2;2;2;3;2;3;4;2;2;1;4;2;3;2;4;2;2;3;3;4;3;2;1;2;2;4;3;4;3;4;3;2;2;3;9;9;8;6;6;5;4;8;7;24;38;16;27;22;10;75;25;16;13;54;7;24;9;10;5;12;7;10;3;8;8;37;35
"195";683;1;2021-12-12 09:46:31;"R_3hGvAXIf9KjGn9M";2;5;3;5;3;5;2;1;2;2;1;3;3;5;2;3;4;2;2;5;4;2;5;2;2;4;4;5;5;3;4;4;3;2;2;4;4;4;1;5;4;4;4;4;4;4;3;2;3;3;3;2;3;2;4;4;3;4;4;3;3;1;2;3;4;3;3;3;1;3;1;3;2;2;2;1;3;3;1;1;5;4;3;4;1;4;2;4;2;4;3;2;4;5;5;4;2;4;2;2;3;5;2;5;10;4;10;3;6;4;5;6;30;23;16;34;18;12;80;34;18;18;70;12;18;12;12;9;19;6;10;4;3;9;50;34
"196";866;1;2021-12-12 09:49:54;"R_3iJU98gYD63pD3m";1;2;3;4;3;4;1;1;3;2;1;3;2;4;3;2;4;1;3;1;4;2;2;2;2;2;4;2;1;2;2;4;4;4;1;5;4;4;4;4;4;1;1;2;4;3;3;2;2;3;2;3;2;3;4;3;3;3;3;4;3;2;3;1;2;3;2;2;2;1;2;2;2;1;2;1;1;1;1;2;5;3;3;2;2;3;2;1;2;1;4;1;1;4;5;1;1;1;3;2;2;5;2;4;6;4;8;2;7;3;6;4;24;20;18;18;18;13;67;28;12;23;63;4;15;5;6;8;17;5;7;1;5;7;38;23
"197";951;1;2021-12-12 09:56:37;"R_r1icscfQRZsRH8t";2;2;2;5;4;3;1;3;2;1;3;4;5;5;4;5;1;1;4;1;4;1;1;3;3;3;5;1;1;2;2;2;3;5;5;3;5;5;3;2;3;1;2;2;2;2;2;2;2;2;1;3;1;3;2;1;2;2;2;3;4;4;3;1;1;2;2;3;4;4;3;3;3;3;3;3;1;2;2;3;1;5;2;1;5;2;1;3;3;2;4;1;5;3;1;5;4;2;5;2;2;3;4;6;5;5;10;4;3;2;8;10;20;33;24;13;17;13;67;19;8;22;49;5;29;13;8;7;6;8;9;2;8;13;30;44
"198";852;1;2021-12-12 10:10:36;"R_ugF9Of4qNawUvvP";3;3;4;2;4;2;3;3;2;2;3;3;5;1;5;5;1;1;1;2;3;3;2;3;4;3;2;2;2;3;4;4;4;2;1;4;5;5;4;3;1;2;3;2;4;4;3;2;1;4;2;3;4;3;3;4;3;4;4;4;5;3;3;1;3;4;4;4;3;2;1;4;2;2;2;1;2;3;4;1;4;5;3;4;4;4;4;1;1;1;1;3;4;4;4;1;4;1;2;4;1;5;1;7;5;7;3;6;3;3;8;10;14;38;12;23;18;14;67;36;14;25;75;7;21;11;9;11;17;6;15;1;3;3;52;24
"199";701;1;2021-12-12 10:36:18;"R_23WWyqqN6PNZYyh";3;3;3;2;3;3;2;3;1;3;2;3;3;3;4;3;1;1;2;4;3;2;2;2;2;2;2;2;2;2;3;3;4;2;4;5;4;4;4;2;3;2;2;2;1;3;2;2;3;3;2;1;2;1;2;3;2;4;3;2;3;3;3;2;1;3;3;4;4;3;3;3;3;2;4;3;3;3;2;2;2;5;3;3;3;2;1;2;3;2;3;2;3;2;4;3;3;3;3;3;3;3;3;6;6;6;5;4;2;4;7;6;17;29;15;22;15;13;65;22;15;17;54;6;29;11;9;7;12;8;10;3;5;9;38;36
"200";8948;1;2021-12-12 11:28:48;"R_12KmFQ0DRtd7K21";3;2;4;2;3;2;3;4;2;1;2;2;4;2;4;4;2;1;2;4;4;4;4;4;4;4;2;5;5;5;5;5;5;4;2;4;3;3;4;4;4;3;3;3;2;4;3;2;1;3;3;1;3;1;5;4;4;4;4;2;5;2;2;1;3;3;3;3;2;4;4;4;4;3;4;4;1;1;5;2;5;5;4;5;5;3;5;5;1;1;1;4;4;3;4;1;5;1;3;5;1;5;1;6;4;8;4;5;4;2;6;8;14;33;18;38;24;10;90;35;14;16;65;9;32;11;12;12;19;6;17;1;5;3;60;26
"201";602;1;2021-12-12 11:37:49;"R_2YsIKyYxEw9uvth";2;5;4;5;4;5;1;2;5;1;2;5;2;5;5;4;5;1;3;1;5;1;1;1;1;1;2;1;1;1;1;1;2;4;4;3;3;3;2;2;2;1;1;1;3;4;3;4;1;3;3;3;5;2;5;4;3;4;3;2;5;2;2;1;3;4;2;2;4;2;4;2;4;2;4;2;4;5;1;1;4;5;3;5;2;2;1;3;4;2;4;2;3;5;5;4;4;5;5;2;5;1;4;6;10;6;10;3;10;2;10;6;32;31;19;9;9;9;46;35;14;22;71;3;26;11;14;9;15;9;10;5;6;12;48;43
"202";571;1;2021-12-12 11:44:11;"R_2dMa3cr8rnSx8Ny";5;4;5;4;5;3;4;5;1;1;4;5;5;2;4;5;2;1;4;5;5;4;5;5;5;4;4;5;5;4;4;4;4;5;5;4;4;4;5;2;3;3;3;4;3;3;4;3;3;4;4;3;4;2;5;4;4;5;4;4;5;3;4;3;4;4;4;2;2;1;2;2;1;1;2;2;2;3;5;1;3;4;4;5;3;5;3;5;1;1;2;4;4;4;5;1;5;2;2;4;1;4;1;10;7;10;6;8;3;2;9;10;18;47;27;36;24;12;99;41;18;27;86;10;15;10;12;13;17;5;18;2;3;4;60;24
"203";840;1;2021-12-12 13:21:36;"R_4SMu0KOw1mqFmOB";2;5;4;3;2;3;1;2;3;3;2;5;2;4;4;2;2;3;4;2;5;4;2;2;4;3;5;2;2;2;3;3;4;4;4;4;4;4;4;3;4;2;2;2;3;3;3;3;1;3;3;3;3;3;4;3;3;3;3;3;4;2;3;1;3;3;3;1;1;1;1;1;1;1;1;1;2;2;1;2;4;2;2;3;2;3;2;3;2;1;1;2;2;4;5;2;3;2;2;2;2;4;2;4;8;6;7;3;5;6;9;4;26;26;26;20;20;12;78;32;11;23;66;6;9;7;9;7;16;4;10;2;4;5;42;22
"204";712;1;2021-12-12 13:33:11;"R_aa4KiHrDlGygWe5";1;5;2;5;2;5;1;2;4;2;1;2;1;4;2;2;3;2;2;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;2;3;3;4;4;3;3;3;3;3;2;3;1;3;3;1;4;1;5;3;3;3;2;1;3;4;4;1;3;2;2;3;3;3;3;3;3;3;3;3;1;3;1;1;5;3;4;4;2;4;1;1;5;2;4;2;2;3;5;1;2;1;3;2;2;5;2;3;10;4;9;2;7;4;4;3;30;16;20;25;20;9;74;31;11;18;60;9;27;7;7;8;19;8;10;1;4;7;44;27
"205";714;1;2021-12-12 13:34:41;"R_9tSMzY8twzcqYTv";3;4;4;4;3;5;2;4;2;1;2;2;2;3;4;3;1;1;2;4;4;2;2;2;1;2;1;4;4;4;2;2;4;4;2;4;4;4;4;2;2;3;2;2;4;4;4;3;3;4;3;4;1;4;3;4;3;4;4;4;5;4;3;5;1;4;3;4;4;2;4;4;2;4;2;2;2;5;2;1;2;5;2;4;2;1;2;4;2;1;1;4;4;3;3;1;4;3;2;2;4;3;1;6;9;8;7;4;3;2;6;5;21;29;15;26;13;12;66;31;20;30;81;7;28;9;15;7;12;7;11;3;3;3;45;25
"206";688;1;2021-12-12 13:35:49;"R_1kGlYn6i2rN6uZH";4;5;5;5;5;1;2;5;1;1;2;5;4;5;5;4;1;1;3;1;5;2;1;3;2;4;2;1;1;1;4;2;5;5;2;5;5;5;3;2;3;1;1;1;2;3;2;2;1;3;2;2;2;1;3;1;2;2;2;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;4;5;5;5;1;3;2;1;4;2;1;3;3;5;5;2;5;4;5;2;3;5;5;9;6;10;10;4;2;2;10;8;20;41;19;16;17;15;67;21;8;12;41;3;17;8;8;14;19;9;13;4;6;8;54;35
"207";905;1;2021-12-12 13:36:53;"R_wZQs8U2KGRunlBv";4;2;1;2;2;2;2;2;4;2;2;4;1;4;4;1;4;3;4;5;5;4;2;5;2;4;5;3;2;3;2;2;3;4;5;2;1;4;4;4;4;2;4;2;1;1;1;3;2;2;1;3;2;3;2;2;2;2;2;3;2;4;4;1;2;2;2;4;4;1;4;4;1;1;1;4;1;1;1;2;3;3;3;3;3;1;1;2;2;2;3;1;1;2;3;2;1;1;5;1;1;5;2;6;4;3;6;4;8;5;8;2;23;23;27;22;23;7;79;18;8;23;49;8;24;7;5;6;14;5;4;1;7;7;29;27
"208";678;1;2021-12-12 14:28:08;"R_3Q8UdS6QPyPwVsl";3;2;4;3;3;3;4;3;2;1;1;4;3;3;3;2;3;3;4;2;1;5;3;4;4;4;5;3;3;3;2;4;3;5;5;4;4;4;4;4;4;2;2;3;3;3;4;5;1;4;4;5;4;4;5;4;5;3;5;5;5;5;5;1;5;4;4;2;2;2;2;2;2;1;1;1;4;3;4;1;5;5;3;5;5;5;1;5;1;3;2;5;5;5;5;2;3;3;3;3;3;5;2;6;5;7;6;5;5;4;7;5;20;30;25;23;24;12;84;44;12;37;93;7;15;17;12;12;20;6;16;3;4;6;60;36
"209";1299;1;2021-12-12 15:15:38;"R_2Ym6REJ8FEcbWuN";3;4;4;5;4;4;4;5;2;1;2;4;4;5;4;4;3;1;1;2;2;1;2;4;4;4;1;1;1;2;2;2;2;4;1;4;4;4;4;4;4;1;1;1;3;3;4;2;1;4;2;3;1;3;3;2;3;3;3;3;3;1;3;1;1;3;3;5;5;5;5;5;5;5;5;3;4;5;2;4;1;5;5;5;3;2;1;4;2;3;3;2;2;2;1;4;3;2;3;3;3;5;2;7;8;9;10;6;5;2;8;8;25;38;10;14;24;12;60;26;10;22;58;3;43;12;13;9;12;7;10;2;7;9;44;37
"210";777;1;2021-12-12 15:20:31;"R_1H2dq5n8vCsCUy7";4;4;5;5;5;4;2;5;2;2;3;5;2;4;5;2;1;2;3;4;4;1;5;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;1;4;1;1;3;1;1;2;1;2;2;4;1;4;2;3;2;2;2;2;1;2;1;4;4;4;4;4;4;4;4;2;4;4;4;5;1;5;2;2;1;2;3;3;3;2;2;1;1;2;4;2;2;5;5;3;5;5;3;9;8;10;9;5;3;4;10;4;24;38;19;32;22;10;83;13;17;15;45;9;34;8;15;8;12;8;8;5;10;7;43;38
"211";820;1;2021-12-12 15:37:43;"R_1LRKCe2ThkIENG3";5;4;5;2;5;5;1;5;2;2;5;5;4;1;5;4;3;2;1;2;4;1;1;2;1;4;4;2;2;4;2;2;4;2;5;4;4;4;4;4;4;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;5;2;1;1;1;1;1;1;1;4;1;2;5;1;5;4;2;5;1;1;2;5;3;1;1;1;1;5;3;1;5;5;1;5;4;5;10;9;10;3;6;5;4;10;8;21;44;17;19;19;12;67;10;8;9;27;3;14;13;9;7;12;10;4;5;10;9;32;47
"212";845;1;2021-12-12 17:14:04;"R_3HAEQzZAIme0YUr";2;4;5;2;2;3;5;5;2;2;4;5;4;2;5;5;1;1;2;4;5;5;5;5;5;5;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;3;3;3;4;4;4;3;1;4;3;2;3;2;5;4;4;4;5;1;5;5;4;3;4;3;3;1;1;1;1;1;1;1;1;1;1;5;5;1;3;4;5;5;3;4;2;2;1;1;1;4;3;5;5;2;5;3;2;4;2;5;1;4;7;10;4;9;3;3;10;9;17;42;25;37;30;15;107;40;16;24;80;9;9;8;11;15;18;5;17;3;3;4;61;23
"213";730;1;2021-12-12 17:16:02;"R_A6YLeBlYGM2YdqN";4;4;4;4;4;4;2;4;2;4;2;4;4;2;5;5;2;2;2;2;5;2;4;1;1;1;4;2;2;4;1;4;4;4;5;4;4;4;1;1;2;2;2;3;1;4;1;1;1;1;1;1;1;1;4;2;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;4;2;2;2;4;5;4;2;3;2;1;1;2;4;2;1;4;2;5;2;4;2;5;2;3;4;3;8;8;8;6;4;4;6;9;9;24;38;22;23;7;12;64;14;10;8;32;7;10;15;7;8;15;7;9;2;7;7;39;38
"214";638;1;2021-12-12 17:26:21;"R_31n4C87C6rcw3nZ";3;3;5;2;5;4;3;5;2;1;3;5;3;2;5;4;2;1;2;3;4;2;4;3;3;4;2;4;4;4;2;4;4;2;2;4;4;4;4;3;2;3;3;3;3;4;3;2;2;3;3;2;3;2;5;4;3;4;4;3;3;1;2;3;2;2;3;4;5;4;5;5;4;5;5;4;2;3;2;3;3;4;3;4;2;3;2;2;2;1;2;2;2;2;3;2;2;2;4;4;4;2;4;8;7;10;4;6;4;2;10;7;17;41;14;29;19;12;74;32;17;17;66;9;41;7;11;7;12;6;11;2;7;8;41;30
"215";948;1;2021-12-12 17:28:18;"R_2rNnzhTstzjZYJV";3;4;4;3;2;4;2;4;4;4;2;4;2;1;4;2;4;1;2;2;4;3;2;2;2;4;2;2;2;2;4;3;3;4;5;5;4;4;2;3;3;2;2;3;2;4;3;2;1;3;3;3;5;2;5;4;3;4;3;3;4;3;3;1;3;3;3;1;2;1;3;3;1;1;1;2;3;2;2;2;4;4;5;5;3;4;4;4;2;2;3;2;4;4;5;2;3;2;3;3;2;4;2;5;8;8;4;4;8;5;8;4;25;29;20;20;16;13;69;34;14;22;70;7;15;12;12;11;18;6;12;2;5;7;53;32
"216";1082;1;2021-12-12 17:45:52;"R_24CxDlOxFNIRyWJ";1;5;4;5;4;5;3;4;2;1;2;4;2;5;4;4;3;1;2;1;3;1;1;3;1;1;3;2;2;3;3;3;4;2;4;4;4;4;4;1;1;2;2;1;2;3;2;1;1;1;1;3;1;3;3;3;2;3;2;5;2;2;3;1;1;3;1;4;3;1;4;4;4;3;4;4;4;1;1;2;2;4;1;5;2;1;1;5;2;1;1;2;1;3;4;1;5;5;4;1;1;5;3;5;10;8;10;5;5;2;8;6;27;32;15;19;11;12;57;16;11;22;49;5;31;8;8;5;16;6;9;5;6;5;38;30
