"";"Duration__in_seconds_";"Finished";"RecordedDate";"ResponseId";"Q6___R_gulation_cogn_1";"Q6___R_gulation_cogn_2";"Q6___R_gulation_cogn_3";"Q6___R_gulation_cogn_4";"Q6___R_gulation_cogn_5";"Q6___R_gulation_cogn_6";"Q6___R_gulation_cogn_7";"Q6___R_gulation_cogn_8";"Q6___R_gulation_cogn_9";"Q6___R_gulation_cogn_10";"Q6___R_gulation_cogn_11";"Q6___R_gulation_cogn_12";"Q6___R_gulation_cogn_13";"Q6___R_gulation_cogn_14";"Q6___R_gulation_cogn_15";"Q6___R_gulation_cogn_16";"Q6___R_gulation_cogn_17";"Q6___R_gulation_cogn_18";"Q7___Alim_intuitive_1";"Q7___Alim_intuitive_2";"Q7___Alim_intuitive_3";"Q7___Alim_intuitive_4";"Q7___Alim_intuitive_5";"Q7___Alim_intuitive_6";"Q7___Alim_intuitive_7";"Q7___Alim_intuitive_8";"Q7___Alim_intuitive_9";"Q7___Alim_intuitive_10";"Q7___Alim_intuitive_11";"Q7___Alim_intuitive_12";"Q7___Alim_intuitive_13";"Q7___Alim_intuitive_14";"Q7___Alim_intuitive_15";"Q7___Alim_intuitive_16";"Q7___Alim_intuitive_17";"Q7___Alim_intuitive_18";"Q7___Alim_intuitive_19";"Q7___Alim_intuitive_20";"Q7___Alim_intuitive_21";"Q7___Alim_intuitive_22";"Q7___Alim_intuitive_23";"Q9_Alim_emotionnel";"Q10_Alim_emotionnel";"Q11_Alim_emotionnel";"Q12___Estime_corpore_1";"Q12___Estime_corpore_2";"Q12___Estime_corpore_3";"Q12___Estime_corpore_4";"Q12___Estime_corpore_5";"Q12___Estime_corpore_6";"Q12___Estime_corpore_7";"Q12___Estime_corpore_8";"Q12___Estime_corpore_9";"Q12___Estime_corpore_10";"Q12___Estime_corpore_11";"Q12___Estime_corpore_12";"Q12___Estime_corpore_13";"Q12___Estime_corpore_14";"Q12___Estime_corpore_15";"Q12___Estime_corpore_16";"Q12___Estime_corpore_17";"Q12___Estime_corpore_18";"Q12___Estime_corpore_19";"Q12___Estime_corpore_20";"Q12___Estime_corpore_21";"Q12___Estime_corpore_22";"Q12___Estime_corpore_23";"Q13___Internalisatio_1";"Q13___Internalisatio_2";"Q13___Internalisatio_3";"Q13___Internalisatio_4";"Q13___Internalisatio_5";"Q13___Internalisatio_6";"Q13___Internalisatio_7";"Q13___Internalisatio_8";"Q13___Internalisatio_9";"Q14___QSREIC_1";"Q14___QSREIC_2";"Q14___QSREIC_3";"Q14___QSREIC_4";"Q14___QSREIC_5";"Q14___QSREIC_6";"Q14___QSREIC_7";"Q14___QSREIC_8";"Q14___QSREIC_9";"Q14___QSREIC_10";"Q14___QSREIC_11";"Q14___QSREIC_12";"Q14___QSREIC_13";"Q14___QSREIC_14";"Q14___QSREIC_15";"Q14___QSREIC_16";"Q14___QSREIC_17";"Q14___QSREIC_18";"Q14___QSREIC_19";"Q14___QSREIC_20";"Q14___QSREIC_21";"Q14___QSREIC_22";"Q14___QSREIC_23";"Q14___QSREIC_24";"Q14___QSREIC_25";"Q14___QSREIC_26";"Q14___QSREIC_27";"CERQ_ACC";"CERQ_RUM";"CERQ_REA";"CERQ_CUL";"CERQ_REC";"CERQ_DRA";"CERQ_BLA";"CERQ_PLA";"CERQ_PERS";"CERQ_MAL";"CERQ_ADA";"AI_UPE";"AI_EPPR";"AI_RHSC";"AI_BFC";"AI_total";"BE_APP";"BE_ATT";"BE_Poids";"BE_total";"EE";"Interna";"QSREIC_dramatisation";"QSREIC_planif";"QSREIC_recentrage";"QSREIC_social";"QSREIC_culpa";"QSREIC_refus";"QSREIC_rumination";"QSREIC_physique";"QSREIC_évitement";"QSREIC_ADA";"QSREIC_MAL"
"296";936;1;2021-12-14 19:25:07;"R_2CrL8GX7tAJGU3n";5;4;5;2;5;5;3;4;4;2;2;3;2;1;5;4;1;2;2;3;5;5;4;4;2;4;2;4;4;2;4;4;3;4;4;4;4;4;4;4;4;3;3;3;1;1;1;1;5;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;4;2;4;4;2;4;2;4;4;5;4;5;1;5;4;4;2;3;1;1;5;1;1;1;5;1;4;5;2;3;5;1;2;4;5;10;9;9;3;5;5;4;8;6;21;38;22;28;22;12;84;10;11;9;30;9;30;12;9;9;13;10;7;3;10;11;38;46
"297";780;1;2021-12-14 19:42:50;"R_2drIgu0Eso6HdVk";2;2;3;3;3;3;2;2;2;1;3;2;3;3;2;2;3;4;5;1;5;2;2;1;2;2;3;2;2;3;2;2;2;4;1;5;2;2;2;2;1;2;2;1;2;4;1;1;1;1;1;1;1;1;2;4;1;3;1;1;1;1;2;1;2;1;2;5;4;3;4;4;3;3;3;4;3;4;1;5;1;5;4;2;4;2;1;1;4;4;5;1;4;3;3;4;1;2;3;2;2;2;4;5;5;5;6;5;5;5;4;5;21;24;20;16;10;9;55;14;13;9;36;5;33;15;8;8;8;9;6;2;8;13;30;47
"298";1338;1;2021-12-14 19:45:28;"R_5BGiV211rSgK51f";3;4;4;2;3;3;1;2;2;2;2;3;2;2;3;3;2;2;2;2;4;4;2;2;2;1;4;2;1;2;3;3;4;4;5;4;4;4;2;2;2;2;1;3;3;4;2;2;1;3;3;1;4;1;3;4;2;3;3;2;3;2;3;1;3;3;3;1;1;1;1;1;1;1;1;1;3;3;2;1;4;4;3;4;2;2;2;2;2;1;2;2;3;3;5;1;2;2;4;2;2;4;3;6;7;6;4;3;4;4;6;5;19;26;23;19;11;12;65;30;13;16;59;6;9;9;9;8;17;6;8;2;5;6;42;28
"299";452;1;2021-12-14 20:09:59;"R_2Yh8xnyoOfngKRO";2;4;2;5;2;4;3;2;5;2;5;1;4;2;2;5;4;1;1;1;2;1;1;2;2;2;1;1;1;1;3;2;2;1;3;4;1;1;1;5;3;1;1;1;3;3;3;2;3;3;2;3;1;2;3;3;2;4;3;2;2;1;1;5;1;3;1;4;5;4;5;4;4;5;4;4;3;2;2;1;1;3;1;5;3;1;4;4;2;1;3;2;3;3;1;2;4;3;4;2;5;1;1;4;8;4;7;8;9;3;3;9;27;28;9;12;15;6;42;21;18;17;56;3;39;10;15;6;8;5;9;3;5;6;38;29
"300";831;1;2021-12-14 20:20:57;"R_3LZl9oZ4VPwzAuv";4;4;5;3;4;3;1;5;1;2;2;5;1;1;3;4;5;2;2;1;3;2;2;1;3;1;2;2;2;2;2;2;3;4;4;2;4;5;2;1;2;2;2;2;3;4;1;1;3;2;1;1;3;1;2;3;1;3;1;2;3;2;2;3;1;3;2;4;3;2;4;4;2;1;4;4;2;3;2;5;2;5;3;2;3;2;3;3;2;2;3;1;2;3;4;2;3;3;5;2;3;4;3;8;7;10;4;3;6;4;8;5;21;34;17;16;10;11;54;19;16;13;48;6;28;9;12;8;12;7;8;3;10;8;40;37
"301";809;1;2021-12-14 20:29:06;"R_3axJwOMCeBxunS1";3;3;3;4;3;4;2;3;3;1;2;5;3;4;4;2;2;1;2;1;1;1;1;1;1;1;1;1;1;2;3;1;4;3;2;4;4;4;1;2;2;2;2;2;2;4;1;1;4;2;1;1;3;1;3;4;1;4;3;2;2;1;1;2;1;2;2;4;4;3;4;4;3;3;4;4;5;5;2;3;5;5;2;4;4;2;2;2;2;2;2;1;2;1;4;1;2;4;5;2;4;1;2;6;7;6;8;4;5;2;9;5;22;30;10;14;8;12;44;20;18;10;48;6;33;13;13;5;14;7;7;4;8;5;39;37
"302";931;1;2021-12-14 20:45:18;"R_1NlEOA4QhSWpVQN";3;2;4;2;2;2;2;4;1;2;1;4;3;2;3;4;1;1;2;5;5;2;5;4;4;3;4;5;4;4;5;5;4;4;5;3;4;2;4;2;4;3;3;3;3;3;4;3;2;4;3;3;2;2;3;3;4;4;4;4;5;5;4;1;4;4;3;4;4;4;4;4;4;2;4;2;1;4;1;1;4;4;4;5;1;2;2;4;1;1;1;2;1;4;5;1;4;1;4;3;1;5;1;5;4;8;4;3;2;3;7;7;13;30;22;37;21;9;89;35;13;29;77;9;32;4;11;9;19;5;11;1;5;3;50;18
"303";901;1;2021-12-14 21:06:30;"R_1OqwbEWDT3TyYt1";1;4;3;4;4;4;2;2;3;1;1;3;2;3;2;2;3;1;4;1;4;2;2;3;3;3;4;4;1;2;2;2;3;4;4;3;2;2;2;2;3;1;1;1;1;4;1;1;3;1;2;1;1;1;2;4;1;2;1;1;2;1;1;2;2;2;2;5;4;2;3;3;4;2;4;4;5;4;1;2;5;5;3;2;4;1;1;2;3;2;4;1;2;2;5;2;1;3;5;3;4;5;4;5;8;5;7;3;6;2;5;4;23;22;22;17;16;7;62;15;15;9;39;3;31;13;11;6;17;8;6;3;7;10;40;41
"304";1348;1;2021-12-14 23:14:06;"R_1iq9PnVz6qXFuPZ";2;4;4;4;2;4;5;5;1;2;4;4;4;3;3;5;1;2;3;2;5;3;3;3;3;2;5;1;2;4;1;2;5;5;5;3;2;2;1;1;2;2;2;3;3;4;3;2;4;4;3;1;3;1;3;3;2;2;3;1;3;4;4;3;2;2;2;3;2;1;3;3;2;1;2;3;1;3;3;2;3;5;5;4;2;2;2;4;3;2;3;2;2;5;5;5;2;2;5;4;3;4;1;4;8;9;7;9;2;4;7;9;21;38;26;20;12;7;65;28;16;18;62;7;20;7;12;13;16;8;10;2;7;9;51;33
"305";542;1;2021-12-15 02:32:14;"R_0Pz5IOr2Kzhg0fv";3;5;2;5;5;5;2;2;5;2;2;2;2;5;3;1;4;2;1;1;2;2;2;1;1;1;2;1;1;2;3;2;2;1;3;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;5;4;2;2;3;3;3;3;4;5;2;1;5;1;5;1;1;1;1;1;1;5;5;5;1;1;1;1;3;2;5;5;1;2;1;5;8;10;4;10;4;9;4;5;3;33;24;11;14;6;3;34;11;8;9;28;4;29;12;6;3;4;10;5;5;10;13;18;50
"306";1965;1;2021-12-15 04:26:58;"R_2ZCgnVtHXwi9Guy";5;2;5;4;5;2;2;5;1;1;4;4;5;4;4;4;1;1;4;3;5;2;2;1;1;1;5;2;3;4;4;3;4;5;4;4;1;1;1;4;4;2;3;2;2;3;1;3;1;2;3;1;3;1;5;3;2;3;1;1;4;4;2;2;5;2;1;3;1;1;1;1;1;1;1;1;2;2;3;2;5;4;4;4;2;3;2;4;2;4;5;1;1;5;5;2;1;1;4;2;1;5;1;10;4;10;8;6;2;2;8;9;16;43;25;25;12;6;68;28;12;15;55;7;11;9;9;12;19;6;7;1;6;8;47;30
"307";1502;1;2021-12-15 04:48:35;"R_73D49phckSXli7L";4;4;4;4;3;4;3;2;5;2;2;2;2;3;2;2;3;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;4;2;2;2;2;2;2;1;2;3;3;2;2;1;3;2;2;2;1;3;2;2;2;2;2;4;1;1;3;2;2;2;4;4;4;4;4;4;4;4;2;4;2;2;4;2;4;2;2;2;2;1;2;5;4;2;1;1;1;3;2;2;3;5;2;4;2;4;7;8;6;7;5;8;3;4;4;26;26;14;17;12;8;51;25;11;13;49;5;34;11;9;5;9;9;7;3;9;8;30;40
"308";653;1;2021-12-15 04:56:07;"R_6LRE75LfWyzVXyx";3;3;4;3;3;3;1;3;1;1;1;3;2;3;4;4;1;1;2;2;5;2;4;1;1;1;2;3;2;3;4;5;4;3;5;3;4;4;5;4;1;1;2;3;4;4;3;1;4;3;2;1;2;1;4;4;3;3;3;2;3;1;2;3;3;2;2;2;2;2;2;2;2;2;2;2;4;4;1;1;3;5;3;4;2;1;1;2;3;1;2;1;2;3;5;1;4;2;5;1;5;3;1;6;6;7;6;2;2;2;7;6;16;28;19;27;13;11;70;29;18;13;60;6;18;9;12;7;15;8;7;2;6;4;41;29
"309";1748;1;2021-12-15 05:33:52;"R_b270BWtu8ShFBV7";5;3;5;2;5;3;1;5;1;1;1;5;2;1;5;2;1;1;5;2;5;4;2;4;3;3;5;2;2;5;2;2;4;5;5;3;4;4;5;3;3;1;2;1;4;3;5;5;3;3;5;5;3;5;4;3;5;5;5;5;5;5;5;3;4;5;3;2;1;1;1;3;1;1;1;1;2;2;5;1;4;2;5;5;1;2;1;1;1;1;1;5;1;5;5;2;5;1;2;1;1;5;3;10;6;10;3;2;2;2;10;4;13;36;29;21;21;11;82;41;17;40;98;4;12;5;5;15;19;3;13;1;3;6;52;18
"310";512;1;2021-12-15 06:52:24;"R_30wcHmb9ZtzUpKD";2;4;3;5;2;3;2;2;4;2;2;3;2;4;3;5;5;2;3;1;5;2;2;2;2;2;2;2;1;1;2;2;3;4;2;4;4;4;2;2;2;1;1;1;3;4;2;2;1;2;3;2;3;2;4;3;3;2;2;2;4;1;3;1;2;2;3;2;2;2;2;2;2;2;2;2;3;2;1;1;4;4;2;2;2;2;1;2;1;1;2;2;1;4;4;3;4;2;3;5;3;5;1;4;7;5;9;4;9;4;6;7;29;26;18;14;12;12;56;29;11;16;56;3;18;7;8;7;15;5;13;2;4;6;43;24
"311";1466;1;2021-12-15 07:07:52;"R_21jmkVlyWlh0d17";3;3;4;4;4;4;3;4;2;2;4;2;4;2;2;5;2;2;2;5;3;2;5;4;4;4;2;5;5;5;5;5;4;4;4;2;5;4;4;4;4;4;4;4;3;4;3;3;2;3;3;3;3;3;3;4;3;3;3;3;4;1;3;3;3;3;3;4;3;3;2;2;2;3;3;2;2;3;2;2;4;3;2;3;2;2;1;2;2;1;2;2;2;4;5;1;4;4;2;2;2;4;3;7;7;8;6;7;4;4;4;9;21;35;17;39;24;11;91;31;16;22;69;12;24;7;8;8;16;5;10;4;4;6;42;26
"312";3666;1;2021-12-15 07:40:54;"R_2t5zylYUl7h7C4J";3;4;4;2;3;5;2;3;2;2;1;3;2;2;4;4;1;2;2;2;4;3;5;2;1;1;3;3;2;4;4;5;4;4;5;4;4;5;1;1;1;2;2;3;3;3;3;1;1;3;2;1;2;1;4;3;3;5;2;1;4;1;2;2;1;3;2;5;4;1;4;4;3;1;3;2;1;2;1;2;3;5;5;5;2;2;1;4;1;4;1;2;3;5;5;2;2;4;4;2;1;4;5;6;9;7;4;3;3;4;7;6;20;29;21;29;7;13;70;26;14;13;53;7;27;10;8;11;17;6;8;4;6;8;44;34
"313";1996;1;2021-12-15 08:29:54;"R_2XjPhe0rRxrwbE3";2;3;3;4;3;3;4;5;2;3;4;4;2;3;4;2;3;3;5;4;5;5;4;5;5;5;5;5;4;5;5;5;4;5;5;5;4;3;5;5;5;3;3;4;1;4;4;4;2;3;3;5;1;5;3;4;3;3;3;5;3;5;5;4;3;5;3;3;3;3;4;3;3;3;3;3;1;2;4;3;4;3;2;5;4;4;1;2;4;2;3;4;4;4;4;2;2;2;2;2;3;2;2;5;6;8;7;8;5;6;8;4;24;33;30;36;30;12;108;26;17;38;81;10;28;11;8;10;15;7;12;2;5;7;45;32
"314";691;1;2021-12-15 08:49:55;"R_1rr00J00pWhDQnu";2;4;3;2;3;2;3;2;2;1;2;3;2;2;4;2;2;1;2;4;4;3;4;3;2;4;4;4;4;4;3;2;4;3;4;4;4;4;3;4;4;4;4;4;3;3;3;3;4;3;3;4;2;3;2;3;3;2;3;4;4;4;4;2;3;3;2;3;2;1;1;2;2;2;2;2;2;2;2;1;4;2;2;4;1;4;1;2;1;2;1;3;3;3;5;1;2;2;1;2;3;5;1;5;6;5;4;5;4;2;7;4;16;26;20;29;20;12;81;28;14;28;70;12;17;8;8;7;18;3;11;2;2;3;44;18
"315";588;1;2021-12-15 12:27:59;"R_22JJFldBMq19XdB";4;4;4;2;3;4;2;4;1;2;1;4;4;2;4;4;1;1;2;2;4;4;5;3;4;4;5;3;2;4;5;5;4;4;4;4;4;4;4;4;4;2;2;3;3;4;2;2;1;3;3;2;3;1;4;4;2;3;3;2;4;2;3;1;3;2;2;4;3;2;4;4;3;2;3;3;1;2;2;1;4;4;3;5;4;3;3;5;1;2;2;2;1;4;4;1;4;3;4;3;1;5;3;7;8;8;4;3;2;3;8;8;17;34;23;30;23;12;88;30;13;16;59;7;28;8;11;9;18;5;12;3;5;6;50;27
"316";855;1;2021-12-15 13:47:12;"R_3n5UKeMKHZftaHq";2;2;2;1;2;3;2;2;1;2;2;3;3;2;2;4;1;2;4;2;5;2;2;2;2;2;4;3;3;4;3;3;2;4;2;2;3;4;2;2;2;1;2;2;3;4;2;1;5;1;2;3;2;1;3;3;2;4;2;3;4;4;4;3;3;2;2;4;3;4;3;3;4;3;4;3;2;2;1;2;1;5;3;5;2;1;1;2;3;1;2;2;3;3;4;1;3;2;4;2;1;3;1;4;5;4;3;4;2;4;5;7;14;24;21;22;12;9;64;24;19;20;63;5;31;8;6;7;13;8;8;2;6;4;34;28
"317";1454;1;2021-12-15 13:56:17;"R_2TTNqjyX6bdYv6X";4;1;3;4;4;1;1;2;2;1;1;4;2;3;4;4;2;1;5;1;5;1;2;1;1;1;5;1;1;3;2;4;4;5;5;2;1;1;1;1;1;2;2;2;2;4;1;1;1;3;2;1;1;1;2;3;2;4;3;3;5;3;3;4;2;2;2;4;4;3;4;4;3;3;3;4;2;2;2;1;1;5;4;2;2;1;1;2;4;2;2;1;2;4;2;1;1;1;5;1;1;5;1;8;2;5;7;2;4;2;8;6;15;29;26;18;6;4;54;24;16;15;55;6;32;8;6;10;10;9;4;1;6;4;30;28
"318";844;1;2021-12-15 16:57:57;"R_1DHiTYhayTrAGjM";4;4;4;2;4;4;3;5;2;3;3;4;3;2;3;4;3;2;2;2;4;1;3;4;3;3;1;5;1;5;3;3;4;3;2;5;5;4;4;3;3;2;3;3;3;3;4;3;1;4;3;4;1;4;3;5;4;4;4;4;4;3;3;1;4;4;3;3;2;2;2;2;1;2;2;2;2;1;2;2;4;3;5;4;2;4;2;5;1;2;2;4;4;5;4;1;3;2;2;3;1;3;1;8;8;9;4;6;5;5;7;7;22;37;13;26;20;14;73;33;14;29;76;8;18;10;9;12;15;4;14;2;4;4;50;24
"319";1488;1;2021-12-16 01:19:47;"R_5jdLky0i0gbyAGl";4;4;2;3;4;3;2;4;2;2;3;3;4;4;4;4;2;2;1;2;4;4;3;2;2;2;2;2;2;3;2;2;4;4;2;5;5;5;2;2;2;3;3;4;2;2;2;3;1;4;3;2;3;2;5;3;3;5;3;1;3;1;3;2;3;3;2;4;4;4;4;4;4;4;4;4;2;4;2;1;2;4;4;2;3;2;2;1;3;1;1;1;2;3;2;4;2;4;4;1;3;5;3;8;7;6;7;5;4;4;7;8;22;34;17;20;12;15;64;31;13;17;61;10;36;8;10;9;11;7;6;4;5;8;36;32
"320";1184;1;2021-12-16 06:06:14;"R_2QWgHY2FSKsg34T";2;1;4;2;3;2;2;4;1;1;3;1;4;2;4;3;1;1;2;3;2;4;3;4;4;3;3;3;4;4;4;4;5;3;4;4;4;3;3;2;3;3;3;3;4;3;4;3;2;4;4;3;3;3;4;4;4;3;4;3;5;5;4;3;4;4;3;2;1;1;1;2;1;1;1;1;1;2;3;1;5;2;3;5;2;3;2;2;1;2;5;4;4;5;5;1;2;2;1;4;1;4;1;5;3;8;4;5;2;2;5;7;11;30;18;30;19;11;78;39;15;29;83;9;11;9;7;11;19;3;13;2;2;7;50;23
"321";825;1;2021-12-16 06:12:38;"R_3J3PFKbt9xdZZdO";5;5;5;4;4;5;4;4;4;2;3;2;4;2;3;5;1;2;4;4;4;4;3;4;2;3;4;3;2;3;4;4;5;4;5;4;3;3;4;4;3;2;3;3;3;4;2;2;1;3;3;1;4;1;5;4;4;4;4;2;5;3;4;1;4;4;4;2;2;2;2;2;3;1;2;2;2;2;3;1;5;3;4;5;1;2;4;4;1;2;2;2;3;4;5;2;3;2;2;4;2;5;1;9;10;9;6;7;5;4;5;9;25;39;25;28;20;10;83;39;14;19;72;8;18;8;12;11;20;4;11;2;3;5;54;22
"322";679;1;2021-12-16 07:23:33;"R_3qDRQkuYHj8kfWH";2;2;5;2;2;2;3;3;2;2;2;5;2;2;5;4;2;2;3;3;5;5;4;4;4;4;5;4;4;5;4;4;4;5;5;5;4;4;5;5;5;4;3;4;3;4;3;3;2;5;5;2;5;1;5;4;5;4;4;1;5;5;5;4;5;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;1;5;1;1;1;1;1;5;1;5;5;1;5;1;2;5;1;5;2;4;4;8;4;5;4;4;10;6;16;33;28;32;27;13;100;47;18;24;89;11;9;4;4;11;20;6;20;1;3;4;55;18
"323";1266;1;2021-12-16 07:35:47;"R_XIoZXayAg8O6fhD";2;2;3;2;3;3;3;4;4;2;2;3;3;2;4;3;1;1;3;2;4;5;2;4;3;4;5;3;3;4;2;2;3;3;5;4;4;3;2;3;3;2;2;2;4;3;4;4;1;4;4;4;4;4;5;5;5;5;4;4;5;5;5;1;5;4;4;1;1;1;1;1;1;1;1;1;1;2;2;1;4;1;2;4;3;5;3;4;1;1;2;5;3;5;5;2;1;1;1;1;1;5;1;5;5;7;4;5;5;3;7;6;17;30;25;21;19;11;76;44;15;34;93;6;9;8;10;9;18;2;12;1;2;5;49;18
"324";3021;1;2021-12-16 07:53:17;"R_ZdHFpe7u40h5Goh";5;2;4;2;5;2;2;5;1;1;4;3;3;1;2;5;1;2;2;4;3;3;4;4;4;4;2;4;4;4;4;4;4;2;2;4;4;4;4;4;4;3;3;3;4;4;4;3;2;4;4;4;4;4;4;4;4;4;4;5;5;5;5;3;4;4;3;1;1;1;1;1;1;1;1;1;1;4;5;1;5;3;4;4;3;4;3;5;1;1;4;5;4;3;5;2;3;1;1;3;1;4;1;10;4;9;3;6;2;3;5;8;12;38;14;32;24;12;82;40;17;34;91;9;9;9;13;12;18;4;15;1;2;7;58;23
"325";101221;1;2021-12-16 09:43:00;"R_2uHXC5gNsVv10q6";2;3;4;3;4;2;3;4;2;2;3;4;2;2;5;5;2;2;1;5;3;2;5;5;5;5;3;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;4;4;4;4;3;2;3;2;3;3;3;3;4;4;2;4;3;3;3;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;1;2;4;3;4;4;3;3;3;5;4;2;4;2;2;5;4;2;5;2;4;2;2;5;2;6;5;8;5;6;4;4;9;7;18;36;18;40;30;15;103;29;17;25;71;12;27;9;12;10;17;7;12;2;6;8;51;32
"326";735;1;2021-12-16 10:03:13;"R_1rHbZGA6kHd3Fqg";5;5;5;4;5;3;2;5;2;1;1;5;5;2;5;5;2;1;1;5;3;1;5;4;4;3;1;5;5;5;3;5;4;3;4;5;5;5;5;3;3;3;3;3;4;5;3;1;5;4;4;4;2;2;2;5;3;5;5;5;3;1;1;5;1;4;3;5;5;5;5;5;5;5;5;5;4;2;2;5;1;5;1;3;2;1;5;4;5;1;1;1;2;2;3;1;1;3;5;1;1;5;1;10;8;10;6;3;4;2;10;10;20;43;13;37;22;15;87;31;25;21;77;9;45;9;12;5;12;10;4;3;10;3;33;35
"327";1193;1;2021-12-16 10:21:31;"R_1C1JXiPA5Xrgepz";4;4;4;2;4;4;4;4;2;2;4;4;4;2;4;3;1;2;1;4;2;2;4;4;3;4;1;4;4;4;4;4;4;2;2;4;4;3;4;4;4;3;3;3;3;4;3;3;1;3;2;3;3;3;5;4;3;4;4;3;4;2;4;1;3;3;2;3;2;1;2;2;1;2;1;1;1;2;4;1;4;4;4;5;4;5;4;5;1;2;1;4;4;5;5;4;4;2;2;4;1;5;3;8;8;8;4;8;3;4;8;7;19;39;10;32;23;11;76;32;14;24;70;9;15;11;12;13;19;5;17;2;3;8;61;29
"328";2664;1;2021-12-16 10:28:46;"R_SK6D1fqlSVTJSE1";2;2;3;4;4;3;2;2;1;1;3;1;1;5;4;2;1;2;2;4;5;5;3;4;4;4;4;5;5;5;3;3;4;5;5;4;4;5;4;5;5;4;4;3;2;3;1;1;2;2;1;1;2;1;2;2;1;3;2;1;2;2;1;1;1;1;2;5;5;2;4;5;5;2;4;4;1;1;1;5;1;2;2;2;3;1;2;3;4;2;2;1;5;2;1;1;1;3;5;1;1;4;4;6;5;5;9;5;2;3;5;3;19;24;26;32;26;13;97;17;11;9;37;11;36;11;7;5;8;6;4;3;10;7;24;37
"329";473;1;2021-12-16 11:20:38;"R_1MSdU6tY6GcQtzr";4;2;5;3;4;4;1;2;1;2;1;4;3;2;5;4;2;2;2;2;4;3;2;3;3;3;2;2;2;4;2;2;4;4;4;4;4;3;3;3;3;3;3;2;4;4;4;3;4;4;3;3;3;2;3;4;4;4;4;4;4;4;4;4;3;4;4;2;2;2;3;3;2;2;2;2;3;3;2;1;4;4;1;4;2;2;2;3;1;1;2;4;2;4;5;1;2;1;2;2;1;5;1;8;6;7;5;2;3;4;9;7;18;33;19;20;18;11;68;36;20;28;84;8;20;8;9;7;18;5;10;1;3;4;44;21
"330";1811;1;2021-12-16 11:31:17;"R_2uDKYKcfNuZsf5E";5;3;3;2;4;2;2;2;1;1;2;4;3;1;3;4;1;1;2;3;5;5;5;4;4;4;5;4;5;5;5;5;4;5;5;5;5;4;4;4;4;3;3;3;3;4;4;4;1;4;4;4;4;4;5;4;3;4;4;4;5;5;5;1;3;4;4;2;1;1;1;1;1;1;1;1;1;3;4;1;5;2;3;1;1;5;1;4;2;1;1;4;1;4;5;1;5;1;1;5;1;5;1;9;5;5;3;4;2;2;7;7;12;32;27;36;24;14;101;39;14;34;87;9;10;4;9;11;16;4;19;1;2;3;55;14
"331";1156;1;2021-12-16 11:32:09;"R_1CpCTFZM9PZBXIz";4;4;5;4;5;4;1;5;1;1;1;3;2;4;4;4;2;1;1;1;4;3;2;2;4;2;1;2;2;2;2;2;3;4;4;4;3;4;3;2;2;3;2;2;2;3;2;2;4;2;3;1;3;1;4;4;3;3;2;2;5;5;4;1;2;2;2;4;4;4;4;4;4;4;4;2;2;2;2;1;3;3;5;5;3;5;2;5;3;2;1;2;2;2;4;2;2;3;3;2;3;5;2;9;8;10;8;2;3;2;7;6;21;34;17;16;15;11;59;28;15;19;62;7;34;9;12;9;17;6;11;3;4;5;49;27
"332";770;1;2021-12-16 11:48:32;"R_BycT59xGtXj7HwJ";4;4;5;2;5;2;1;5;3;2;1;5;2;2;5;3;2;2;4;1;4;5;3;1;1;1;4;1;1;2;2;3;4;4;4;4;4;3;3;4;3;1;1;2;2;3;3;1;1;2;1;1;2;1;3;3;3;4;3;3;4;3;3;3;3;3;2;4;4;4;4;4;4;4;4;4;2;2;1;2;2;5;3;2;3;2;2;4;3;2;3;2;2;4;3;1;3;2;4;2;1;5;4;9;6;10;4;2;5;4;10;5;19;36;25;17;13;11;66;25;14;18;57;4;36;9;9;8;12;8;9;2;6;8;38;33
"333";733;1;2021-12-16 16:20:43;"R_QnoG57mNU445Vmx";3;3;2;2;3;3;3;4;3;2;2;4;4;3;2;2;4;2;3;2;4;2;1;4;2;3;1;1;1;2;2;2;2;4;4;3;3;3;2;3;3;2;1;2;1;2;1;2;3;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;4;1;1;2;1;1;1;1;1;1;2;2;2;4;3;4;3;2;4;2;4;4;2;2;4;3;2;4;4;4;2;2;2;3;3;3;3;4;2;6;6;6;5;5;7;4;6;6;22;29;18;13;17;9;57;16;11;12;39;5;12;13;11;11;11;6;13;3;7;6;46;35
